,Soil_Type,Soil_Nutrient_Levels,Organic_Matter_Content,Cover_Cropping,Soil_Erosion_Prevention,Crop_Type,Crop_Rotation_Practice,Soil_Health_Index
283,Loamy,2.354693424970722,1.786668929561229,No,Windbreaks,Rice,No,4.662423208282121
284,Sandy,8.350812371075753,4.789199997680267,No,Terracing,Maize,No,9.657843580003057
285,Clayey,2.865781028688022,1.8224859507973643,Yes,Windbreaks,Wheat,Yes,5.700063652932956
286,Sandy,8.041494965140785,3.454732750914974,Yes,Windbreaks,Maize,Yes,5.978590355230809
287,Loamy,7.611201308092719,1.8923453381158994,No,Windbreaks,Maize,Yes,9.474409349086368
288,Loamy,3.704404470403891,3.182674659874539,Yes,Contour Plowing,Rice,Yes,9.290324238326498
289,Clayey,3.9324080580800485,3.7359005196605652,No,Terracing,Rice,Yes,8.95700758510376
290,Loamy,8.132692527666272,1.7609117232805502,No,Terracing,Maize,Yes,1.8819526782674174
291,Sandy,5.153009606985814,3.083543130802717,Yes,Contour Plowing,Wheat,Yes,6.708676694682974
292,Clayey,7.577362258406279,2.876238977560476,Yes,Windbreaks,Maize,No,8.272890824441607
293,Sandy,2.331857326292513,1.284149685613365,Yes,Contour Plowing,Wheat,No,8.520172206193855
294,Sandy,8.673020037113982,4.273231270701212,No,Contour Plowing,Maize,Yes,6.201164282517065
295,Loamy,7.397962450140872,2.342729602571367,No,Windbreaks,Maize,No,1.157459927375522
296,Loamy,9.162485279513506,3.2983287902075182,No,Windbreaks,Wheat,No,9.763416114775616
297,Loamy,2.191351411314752,3.0591369397325376,No,Terracing,Maize,Yes,5.249770324823093
298,Loamy,6.337130503245379,3.053042018281769,No,Windbreaks,Rice,Yes,4.542363057462383
299,Loamy,6.392085265362926,1.4288895768339498,No,Contour Plowing,Maize,Yes,4.554538423095368
300,Clayey,4.181146664921042,2.693928036997331,Yes,Contour Plowing,Rice,Yes,4.817357920524398
301,Sandy,5.12619782112332,2.809467036826281,No,Windbreaks,Wheat,Yes,3.179626463554777
302,Sandy,1.3418340696086812,3.934571361457794,No,Terracing,Wheat,No,3.9460026317484687
303,Sandy,7.712740347643108,4.360075327682794,No,Contour Plowing,Rice,No,9.868218487972653
304,Sandy,5.943902314628566,3.179929112400072,No,Windbreaks,Maize,Yes,4.313512002304847
305,Loamy,1.519669466822564,1.347131816259962,Yes,Terracing,Rice,Yes,5.740525148264101
306,Sandy,7.12680303664437,1.947397882386185,No,Terracing,Rice,No,8.634648393776967
307,Clayey,5.201038695080691,1.6597361074109243,Yes,Contour Plowing,Wheat,No,5.746850299979771
308,Clayey,1.310151334825,1.498460252756499,Yes,Contour Plowing,Rice,No,3.9200807945635083
309,Sandy,9.72646954163286,2.4635971944712303,No,Terracing,Maize,Yes,5.713758792266771
310,Sandy,9.542009287804964,1.9175740086175281,No,Terracing,Rice,Yes,2.026776793951877
311,Clayey,5.616121745324778,1.8732124472460492,Yes,Terracing,Wheat,No,2.1700625970949288
312,Clayey,1.843051786353192,1.2187726983050706,Yes,Windbreaks,Maize,Yes,7.24696779007602
313,Loamy,7.7915909943873265,1.0706801791817355,No,Contour Plowing,Wheat,No,9.257145915337711
314,Clayey,5.4273799009515615,1.4110729705991272,Yes,Terracing,Rice,Yes,7.531103201396665
315,Loamy,3.722027304604419,1.6887899176945322,No,Contour Plowing,Rice,Yes,1.6715191659162147
316,Loamy,5.422763597757011,2.7239349153928125,No,Contour Plowing,Wheat,No,4.626060499279051
317,Loamy,5.70199730864918,3.0420810451953786,Yes,Contour Plowing,Wheat,No,1.0229822944125737
318,Loamy,6.064405291201052,1.5623676726934623,No,Terracing,Maize,Yes,5.600860689930696
319,Loamy,4.971013422897939,2.699133366096745,No,Windbreaks,Wheat,No,2.7388403639366623
320,Sandy,6.45179772825151,2.366995369303709,No,Terracing,Wheat,Yes,8.81331983855791
321,Clayey,9.268612395457396,1.7336945739918241,Yes,Contour Plowing,Rice,No,1.9390154758217415
322,Loamy,4.26041278388732,1.0273629925934542,Yes,Terracing,Rice,No,1.0129005878232737
323,Clayey,7.531448168979542,2.868071466086967,Yes,Terracing,Wheat,Yes,5.060314388023843
324,Clayey,9.050073011418089,3.7426069970607974,No,Contour Plowing,Wheat,Yes,2.3988997353316526
325,Loamy,5.103813481839432,1.905109336575228,Yes,Contour Plowing,Rice,Yes,7.641877440476455
326,Sandy,4.991102527437137,1.5272273195867174,Yes,Terracing,Maize,No,9.279412586032555
327,Loamy,6.419052868193016,4.548170977787848,Yes,Terracing,Maize,No,1.3774421287231045
328,Sandy,6.322660834802393,2.100099089951191,No,Terracing,Maize,Yes,4.560239007244871
329,Clayey,8.259304080936493,1.8944504791706591,No,Terracing,Maize,No,9.971334784638547
330,Sandy,5.288350454004634,4.428387758439664,Yes,Windbreaks,Rice,Yes,7.594047730006016
331,Sandy,9.96510654675497,4.268428396667045,Yes,Terracing,Wheat,Yes,9.578688793352264
332,Sandy,1.5352441198055269,2.7933858820985344,Yes,Windbreaks,Maize,Yes,2.4767495669454
333,Clayey,1.0285106372263155,2.956955445711098,No,Contour Plowing,Rice,Yes,2.992317035427582
334,Clayey,6.761784804036615,1.870994819336088,Yes,Windbreaks,Wheat,Yes,2.3933011653714336
335,Sandy,3.68591421125689,1.31320668191823,No,Contour Plowing,Maize,No,3.7213213039834443
336,Sandy,3.163441498295354,3.2937273014226442,No,Windbreaks,Wheat,No,7.519456614961467
337,Loamy,3.807091720038524,1.3933796863608525,No,Contour Plowing,Maize,Yes,2.484519946823694
338,Sandy,3.304428085944589,2.7970981878265992,Yes,Terracing,Wheat,No,5.718106340949596
339,Loamy,1.2771104469440306,4.7619887940520425,Yes,Windbreaks,Maize,Yes,3.4228892720295825
340,Sandy,9.743797381515298,4.8113375566823375,No,Windbreaks,Maize,No,8.462762012232238
341,Loamy,2.9867093960750357,1.9573291461894344,No,Contour Plowing,Wheat,No,1.059331648050451
342,Clayey,7.606267863303756,3.4964536801826176,No,Contour Plowing,Wheat,Yes,3.0080346268480014
343,Sandy,7.863367552247578,2.8963050564314305,No,Windbreaks,Wheat,No,6.447166818149638
344,Sandy,9.363316582065064,4.502740510344424,Yes,Contour Plowing,Rice,Yes,1.870394517764583
345,Sandy,1.2749451138404198,2.085723457104213,Yes,Terracing,Rice,No,5.196809943513906
346,Sandy,8.84843504602307,1.0148096273296674,No,Windbreaks,Wheat,Yes,4.925865668341327
347,Loamy,5.745035627558202,1.6502448237256604,No,Terracing,Rice,Yes,8.672707061395872
348,Sandy,6.692896989692451,2.398091204677592,No,Windbreaks,Maize,Yes,6.62857473850132
349,Clayey,6.800232494089303,2.2628845190819544,Yes,Terracing,Wheat,Yes,6.757318559431924
350,Clayey,8.378180244862548,4.165451676491544,No,Windbreaks,Rice,Yes,9.566268416102494
351,Sandy,4.000665899431994,3.7222426645553512,Yes,Contour Plowing,Wheat,Yes,9.841243377910375
352,Clayey,7.59746070873994,2.198225278459589,No,Windbreaks,Maize,No,6.880552589375547
353,Sandy,5.757202987499774,2.8309752686648535,Yes,Terracing,Maize,Yes,5.698013051368488
354,Sandy,8.140546128748129,1.382236415833341,Yes,Windbreaks,Rice,No,6.471280526183919
355,Clayey,9.9149142949312,4.5925857792804035,No,Terracing,Maize,Yes,4.441993345487443
356,Sandy,2.805859156633851,4.741699297794137,Yes,Terracing,Wheat,No,9.887109552640696
357,Clayey,9.951837774039982,4.919214141523753,Yes,Terracing,Rice,Yes,7.345191335471729
358,Loamy,1.808309388544966,4.474211323143351,Yes,Contour Plowing,Wheat,Yes,3.619061149412482
359,Sandy,1.0208579311433248,1.6958435507849021,Yes,Windbreaks,Wheat,No,1.5198966907486158
360,Loamy,1.3974574256004813,1.1847859328065153,No,Terracing,Wheat,Yes,1.4024973623677104
361,Clayey,4.076041642630855,3.318386909650696,No,Contour Plowing,Maize,Yes,2.8442168247388526
362,Loamy,6.696156976105907,4.650420107532442,No,Terracing,Wheat,Yes,3.0962174882780045
363,Loamy,1.6212658679906466,1.7094054466389714,No,Windbreaks,Maize,Yes,4.735409445585102
364,Clayey,1.0509923307661055,1.0281716584965674,No,Contour Plowing,Wheat,No,2.9336141047262845
365,Loamy,9.433819256129153,4.221984184128978,Yes,Terracing,Maize,Yes,6.678193877755701
366,Loamy,8.397339723459368,1.307182737146936,Yes,Terracing,Maize,No,2.901292577295236
367,Clayey,8.28264854025128,2.6548241276401217,Yes,Terracing,Maize,Yes,2.690888850470314
368,Loamy,8.959818479517793,3.71554934875514,Yes,Windbreaks,Wheat,Yes,5.241132935203329
369,Clayey,7.300308454948939,1.9471903418247205,No,Contour Plowing,Wheat,Yes,8.99801739391437
370,Loamy,1.9396371677327329,1.3358502537869068,No,Contour Plowing,Maize,Yes,5.214749386407708
371,Clayey,4.591901692663507,4.080084913823315,Yes,Contour Plowing,Wheat,No,4.7246387011495035
372,Clayey,7.508345378181666,3.5207003395481657,No,Terracing,Maize,Yes,6.20285416713738
373,Loamy,3.523010147123688,4.953961937947219,Yes,Contour Plowing,Wheat,Yes,3.3149231087646562
374,Loamy,7.186657277226138,2.377232133279837,Yes,Terracing,Maize,Yes,4.18092899041391
375,Loamy,1.220486034408871,1.2470495451607988,No,Windbreaks,Maize,No,2.924517301004175
376,Sandy,3.755236067916339,3.937400141341183,No,Contour Plowing,Rice,No,6.146289951469153
377,Sandy,5.9421730264945545,3.0869336754129826,No,Terracing,Wheat,No,7.276488054122938
378,Sandy,6.68880846555618,1.8528157255565403,No,Contour Plowing,Wheat,No,7.0632877689151465
379,Clayey,6.193365980157197,4.126915956019038,No,Contour Plowing,Rice,Yes,3.293360361682856
380,Loamy,7.279806484660865,1.815021943399775,No,Windbreaks,Maize,Yes,8.016833851731704
381,Clayey,1.0547987341585516,2.0426466193317463,No,Contour Plowing,Maize,No,3.303582987249372
382,Sandy,1.9084707997976933,1.3701142174668766,Yes,Windbreaks,Rice,Yes,2.3528039614098666
383,Loamy,8.820498270512307,2.5977291161234177,No,Contour Plowing,Rice,Yes,4.148278738184749
384,Clayey,7.135737796811451,2.6757168957496757,Yes,Contour Plowing,Maize,No,6.379696802537946
385,Loamy,2.0163847841741016,3.0582471613931936,Yes,Contour Plowing,Wheat,Yes,2.278016369239582
386,Clayey,8.578669936587213,3.83585706849511,No,Contour Plowing,Rice,No,6.832784008976106
387,Loamy,3.180080960421102,4.624403714721703,Yes,Contour Plowing,Rice,No,8.767611966281418
388,Sandy,5.304338957757011,1.5509363955512345,No,Contour Plowing,Rice,No,3.638264592322635
389,Sandy,2.3067686159619427,1.2173923933946282,Yes,Windbreaks,Rice,No,5.051859545036075
390,Loamy,7.39099050779536,1.0741249343773331,Yes,Windbreaks,Rice,No,3.054793830626603
391,Clayey,7.0016897891284104,1.574485512275265,Yes,Terracing,Rice,No,4.251355561633554
392,Sandy,2.9000122404952258,3.6317979431265037,No,Contour Plowing,Maize,Yes,1.1977351372225669
393,Sandy,8.770606901713016,3.9099083119859865,Yes,Windbreaks,Maize,Yes,9.583924565915444
394,Sandy,4.61175421797741,4.146022854112489,Yes,Contour Plowing,Rice,Yes,4.743011918909756
395,Loamy,3.6326358196366764,1.9748328476173707,Yes,Contour Plowing,Maize,No,8.099830988362722
396,Loamy,2.370966305180819,2.2235792530460796,No,Windbreaks,Wheat,No,2.283790936208587
397,Clayey,3.395512112639837,2.932538582261998,Yes,Contour Plowing,Wheat,No,8.311195396903589
398,Clayey,1.198242291014353,1.252732387440906,No,Windbreaks,Rice,Yes,8.741325798659808
399,Clayey,6.24931743210504,3.4445660928449846,Yes,Windbreaks,Wheat,Yes,7.439294158189113
400,Loamy,8.580076717095531,4.934940134703031,Yes,Terracing,Wheat,No,9.128874924850649
401,Loamy,5.940824044974776,2.4432252455120103,Yes,Terracing,Maize,No,2.5047741652132274
402,Clayey,2.9734656573148817,4.011389900365536,No,Terracing,Maize,No,5.28833645909758
403,Clayey,1.3030226039248545,3.000135662278432,Yes,Terracing,Maize,No,6.580985788145416
404,Loamy,2.9316526593292256,1.511247377441531,Yes,Contour Plowing,Maize,No,6.365736736277386
405,Clayey,4.74509285263983,3.3289497952103453,Yes,Contour Plowing,Wheat,Yes,8.749368410736682
406,Sandy,7.836502858298168,2.19949707377626,Yes,Terracing,Rice,No,2.941222311755971
407,Loamy,2.690585672839967,1.137612833813833,No,Windbreaks,Maize,No,2.5807944928497975
408,Clayey,7.478123080192175,3.539718920470975,Yes,Windbreaks,Wheat,No,3.280407353721563
409,Loamy,8.802401215166952,4.4357293972989105,Yes,Windbreaks,Maize,No,9.023950444715837
410,Sandy,5.0855216329752135,2.3790790675994966,Yes,Windbreaks,Wheat,Yes,9.469243743918172
411,Loamy,8.39288792478334,2.561182188851082,Yes,Contour Plowing,Maize,No,6.126670938429975
412,Loamy,5.99191613231586,4.564086731868846,No,Windbreaks,Rice,No,5.5123474111346775
413,Loamy,6.7338175337281445,4.254435253469424,Yes,Windbreaks,Maize,No,6.4484704721139074
414,Loamy,5.736506143043824,3.8598112942071086,Yes,Terracing,Rice,Yes,6.546768848620246
415,Sandy,5.168554450762076,1.9951882550125917,No,Windbreaks,Maize,No,2.5327423444914623
416,Loamy,3.1118809759826442,4.6408666198665784,Yes,Contour Plowing,Maize,Yes,7.177697934608172
417,Loamy,3.7287465351494147,1.617663030156852,Yes,Windbreaks,Maize,No,5.0711599211358305
418,Clayey,3.609731070492481,3.5070820776688874,Yes,Windbreaks,Wheat,No,5.656437629632406
419,Loamy,6.069600378584332,1.1152047221860748,No,Contour Plowing,Wheat,No,1.2728494390163994
420,Clayey,2.0795832372150094,3.5748792252997834,Yes,Terracing,Rice,No,7.881009692779273
421,Sandy,9.251125216321016,2.1085774074934394,No,Contour Plowing,Rice,No,8.518851651410936
422,Sandy,7.485896307548019,2.79870790873488,No,Terracing,Wheat,No,6.574793985410919
423,Sandy,4.6130106782187426,2.3810582082282123,No,Windbreaks,Rice,No,7.7385127176699635
424,Sandy,2.427617300737402,1.6910270249848396,No,Terracing,Rice,No,5.704354028548917
425,Clayey,8.937929527494724,3.4879231603754963,No,Terracing,Wheat,No,6.565180410807001
426,Loamy,8.414002810910487,4.52790222056243,No,Terracing,Wheat,Yes,4.551145286169147
427,Sandy,7.495493974454614,4.836336969129613,No,Windbreaks,Wheat,Yes,8.126868385562613
428,Loamy,3.4439234267011813,1.7693854526156603,Yes,Terracing,Wheat,Yes,5.2144383723804335
429,Clayey,4.62201973690302,3.8694910962518936,Yes,Terracing,Maize,Yes,7.121916139769944
430,Clayey,1.9247342720718104,3.657357466422729,No,Windbreaks,Wheat,No,6.592864407575542
431,Clayey,2.7013557225477856,2.37351115829829,No,Contour Plowing,Rice,No,7.320830665471748
432,Sandy,8.047149735850596,1.0763967974149034,No,Contour Plowing,Maize,Yes,8.066942876127008
433,Loamy,7.435348469656154,3.7591649892514645,No,Contour Plowing,Maize,Yes,5.6144213343369564
434,Loamy,6.341371866783412,4.781979442238001,No,Windbreaks,Rice,Yes,8.317593543301019
435,Loamy,9.061540533335556,3.5284804876626055,No,Windbreaks,Maize,Yes,5.475315135444481
436,Clayey,6.249398660317409,2.7411708967505364,Yes,Contour Plowing,Rice,No,9.609708905775431
437,Sandy,5.202711999672497,3.1006155764465135,Yes,Terracing,Maize,Yes,7.774045737533148
438,Clayey,4.063336716751865,1.7985152306396701,No,Contour Plowing,Maize,No,2.5402748477145773
439,Clayey,9.464036551625552,4.00217665501495,No,Windbreaks,Rice,No,8.46626024227088
440,Loamy,1.7444391537191815,3.985679320039396,No,Terracing,Rice,No,5.964288947259707
441,Clayey,9.377986348547276,1.5820692015496998,Yes,Terracing,Rice,Yes,9.860148621764788
442,Loamy,8.440431939379165,4.511913529998637,No,Windbreaks,Rice,Yes,7.469371393061746
443,Sandy,2.1693693208213114,2.076758957893221,Yes,Terracing,Wheat,No,1.7595167191317196
444,Loamy,6.084859219077282,4.9290242437464595,Yes,Contour Plowing,Wheat,Yes,4.554643848493139
445,Sandy,8.798931835741783,2.531612056148983,Yes,Windbreaks,Rice,Yes,5.655478624059399
446,Loamy,6.146282472464383,1.7115362349379986,No,Windbreaks,Wheat,No,8.551122428438216
447,Clayey,9.1647983940456,2.406880445382609,No,Windbreaks,Rice,No,7.564109808967954
448,Clayey,9.486854351344382,2.7607213147887726,Yes,Windbreaks,Rice,Yes,4.32424063550475
449,Sandy,4.801460699658753,1.2772310921531793,Yes,Terracing,Maize,No,6.88089418752366
450,Sandy,4.395822952656912,3.312873524893158,Yes,Windbreaks,Rice,Yes,6.192198171085414
451,Sandy,9.42689038572241,3.3905297594756014,Yes,Windbreaks,Rice,Yes,2.134473480571662
452,Loamy,7.076260550347013,3.955721821397889,No,Terracing,Rice,No,3.113728236987405
453,Loamy,2.0442041321335234,1.1166795691629732,Yes,Windbreaks,Rice,No,4.070100814428829
454,Sandy,1.3806257430041309,3.1649528577353205,No,Terracing,Maize,Yes,2.7593506572715265
455,Clayey,6.081661458975368,1.2116297330826575,Yes,Terracing,Rice,No,2.3512046124702297
456,Loamy,9.37153868894582,3.8045768798666137,No,Windbreaks,Maize,Yes,1.5237799311725833
457,Loamy,8.598238321652365,1.222911942803938,Yes,Contour Plowing,Rice,No,8.85792309048037
458,Loamy,7.082629718179028,4.646911393366531,No,Windbreaks,Maize,Yes,3.600490761683683
459,Sandy,2.2520426400197877,3.808330267537986,No,Contour Plowing,Wheat,No,3.6128854354020956
460,Sandy,3.2880824537382605,3.0295590603406284,No,Terracing,Maize,Yes,2.856053236871399
461,Sandy,8.879601038973545,2.7660156931246997,Yes,Contour Plowing,Maize,Yes,5.278576346774947
462,Sandy,2.6452651299121044,1.5226905216530495,No,Windbreaks,Rice,No,5.628177711301352
463,Sandy,3.505954674253911,2.1639975582586524,Yes,Windbreaks,Maize,Yes,2.8745322276257204
464,Clayey,2.1664058607589776,4.475836420083585,No,Contour Plowing,Maize,Yes,6.477133040772855
465,Clayey,7.0849740827297,4.617811246249976,No,Windbreaks,Rice,Yes,7.506999636343742
466,Sandy,9.495840748268886,1.0029908334821243,Yes,Contour Plowing,Wheat,Yes,4.3645607736890675
467,Loamy,3.4207122843584736,3.376545565910205,No,Terracing,Wheat,Yes,6.269065271716948
468,Sandy,5.2786594706506635,3.8772024361004545,No,Contour Plowing,Wheat,No,5.520717146480017
469,Clayey,6.709057657400838,3.474987929830425,Yes,Contour Plowing,Maize,Yes,2.7599355852049197
470,Clayey,9.995196233940677,1.326719059465416,No,Contour Plowing,Rice,Yes,7.5700988989712
471,Loamy,1.943272584978149,1.8708995951956089,No,Contour Plowing,Wheat,Yes,8.213077250416426
472,Clayey,5.487137195551382,2.001361069525544,No,Terracing,Wheat,No,6.839138040284508
473,Sandy,4.4660810791225005,4.326898525220359,No,Terracing,Wheat,No,3.9150642499394617
474,Loamy,8.792381487001197,2.852797745235682,Yes,Terracing,Wheat,Yes,9.34113244968371
475,Sandy,5.283709579104903,2.9473128477649473,No,Contour Plowing,Rice,Yes,5.098225491956119
476,Sandy,1.9987977212663328,4.739572186218034,No,Terracing,Wheat,No,3.3929063684658805
477,Loamy,6.709817307579253,3.548343555418862,No,Windbreaks,Maize,No,4.674111587397609
478,Sandy,7.937025564374918,4.594670806210655,No,Terracing,Maize,Yes,7.2286758271738885
479,Clayey,1.0259312649905312,2.826035421366132,No,Contour Plowing,Rice,No,8.613386070933242
480,Sandy,8.730610168785667,1.597745034073177,No,Windbreaks,Wheat,Yes,4.209179493545854
481,Loamy,2.6742070000509908,4.719742376296343,No,Contour Plowing,Wheat,Yes,3.0936200140843724
482,Loamy,5.968624281880401,2.834820462670153,No,Windbreaks,Maize,Yes,6.638438186516844
483,Loamy,4.742177506187051,1.7265256875152875,Yes,Contour Plowing,Rice,No,9.290935900956569
484,Sandy,7.476884349494774,2.209582961215689,Yes,Contour Plowing,Maize,Yes,2.6496402720347945
485,Loamy,4.340454533071677,1.203210358755769,Yes,Windbreaks,Rice,Yes,8.227174440694299
486,Loamy,8.827868590135397,2.8732023658255406,Yes,Terracing,Rice,No,5.289464633387357
487,Sandy,7.574467248629112,4.412512687640946,No,Windbreaks,Rice,Yes,8.195612535658825
488,Clayey,6.829418539566293,4.7343218240267575,No,Windbreaks,Maize,Yes,5.549870347959618
489,Sandy,8.166165360065689,4.730408830014575,Yes,Windbreaks,Rice,Yes,4.3959499687199735
490,Loamy,7.7862073143554404,1.500920102514987,Yes,Windbreaks,Maize,No,7.270669001886857
491,Loamy,1.32344807429398,2.528215530044228,Yes,Windbreaks,Maize,No,9.105645651354076
492,Sandy,4.552609184603453,1.1129150386028255,No,Contour Plowing,Wheat,Yes,3.8822655733316296
493,Clayey,9.377265675848408,4.420661379885891,No,Contour Plowing,Maize,No,5.1467332149493465
494,Loamy,2.131518420930036,2.435023048085095,Yes,Terracing,Maize,Yes,3.0646056402687023
495,Loamy,7.633868953888461,3.524468111568939,Yes,Terracing,Wheat,Yes,2.650685172556157
496,Loamy,9.771326302017966,3.8595937523091544,Yes,Windbreaks,Wheat,No,8.001011281529577
497,Sandy,1.4697876614047447,2.7193786789726215,Yes,Terracing,Wheat,No,2.805977050195982
498,Loamy,7.139744925639494,2.225769346200972,Yes,Terracing,Rice,Yes,8.13986354201005
499,Clayey,5.213387271709274,4.848851640463779,No,Windbreaks,Rice,No,4.862953466562381
