,duration,src_bytes,dst_bytes,failed_logins,num_file_creations,protocol_type,service,flag,logged_in,is_guest_login,target
487,,7679,1051,2,1,udp,http,REJ,1,1,1
488,1,9105,,3,5,,http,,1,0,0
489,16,3358,6082,2,,icmp,http,S0,1,0,0
490,61,871,5485,0,9,,ftp,S0,0,0,0
491,64,6752,,0,,tcp,ftp,SF,0,0,0
492,63,498,3917,2,8,icmp,http,S0,0,1,0
493,69,1757,4019,3,1,tcp,ftp,SF,,0,0
494,22,1118,1330,0,,icmp,,SF,0,0,0
495,93,2829,4115,0,5,icmp,ssh,S0,1,1,0
496,67,1648,3368,4,5,icmp,ftp,SF,,0,
497,76,,8096,1,6,tcp,,REJ,0,0,0
498,26,6772,5142,0,4,udp,ftp,S0,0,1,0
499,,143,3952,3,3,tcp,ssh,S0,0,0,0
500,51,2762,5085,3,5,,ssh,SF,1,,1
501,86,3436,1574,4,7,tcp,http,S0,0,,0
502,57,6623,2635,3,,udp,,S0,0,0,0
503,29,7070,2769,4,4,tcp,ssh,SF,0,0,1
504,78,4513,5303,0,6,icmp,ftp,,1,1,1
505,92,1849,6251,0,5,udp,http,S0,0,0,
506,69,2697,1212,0,3,tcp,ssh,S0,0,0,
507,47,1718,8968,0,3,tcp,ssh,SF,0,0,0
508,,3073,5956,1,9,udp,ftp,S0,0,0,
509,62,9260,1161,1,3,tcp,ssh,,0,0,0
510,69,2787,5978,0,0,,http,S0,1,0,0
511,76,3792,7042,3,4,icmp,http,REJ,0,,0
512,16,9481,2384,4,7,tcp,ssh,S0,1,0,0
513,90,3872,,2,6,tcp,http,SF,1,1,0
514,90,1807,3541,4,,,ssh,REJ,0,0,0
515,48,1505,4636,2,2,tcp,ssh,SF,0,0,0
516,85,,1096,2,0,,,S0,1,0,0
517,,,5902,0,6,udp,ssh,S0,0,,0
518,33,5049,,2,2,tcp,ftp,S0,0,0,0
519,94,8264,1080,0,,icmp,ssh,,1,,0
520,23,1691,8371,1,4,,http,S0,0,0,0
521,10,9537,2848,3,7,udp,ftp,SF,1,0,
522,69,3304,1961,2,6,icmp,http,REJ,,0,0
523,34,3114,1474,,8,,ssh,SF,0,0,
524,52,9075,4889,0,2,icmp,http,SF,0,1,0
525,95,7851,4980,2,9,icmp,ftp,SF,1,1,1
526,10,6417,1213,4,0,udp,http,SF,1,0,1
527,19,1505,5698,1,0,udp,ftp,SF,0,0,
528,58,8925,9002,1,9,udp,ssh,,1,0,0
529,96,9941,420,2,0,udp,ssh,SF,1,0,0
530,1,3925,3660,1,1,tcp,http,SF,0,1,0
531,69,8616,5284,,1,udp,http,S0,0,,0
532,4,9784,9471,3,6,,,REJ,1,1,0
533,,4486,9633,4,8,icmp,ssh,S0,0,1,0
534,24,8101,1341,1,7,tcp,http,REJ,1,1,
535,80,8685,5138,3,3,tcp,,SF,1,0,0
536,2,192,,4,,,ftp,S0,0,0,
537,92,,1362,0,2,udp,ftp,REJ,1,1,0
538,32,4918,592,0,9,udp,http,REJ,1,,0
539,91,5832,527,3,4,,http,S0,1,1,0
540,84,9449,7856,3,8,udp,ssh,S0,0,0,1
541,24,4323,1293,3,7,tcp,ssh,S0,0,0,0
542,,,1655,0,,udp,ftp,S0,1,1,0
543,50,9009,188,4,8,udp,http,S0,1,0,
544,35,7283,2759,3,9,tcp,http,SF,1,0,0
545,33,9666,8721,,2,icmp,,SF,0,0,0
546,33,9279,,3,9,udp,http,S0,1,,0
547,61,1875,6432,3,7,icmp,ftp,S0,0,0,0
548,51,9063,6038,3,0,tcp,ftp,SF,1,0,0
549,,4764,,0,3,udp,http,REJ,1,1,0
550,12,8465,8495,4,3,icmp,ftp,SF,0,1,0
551,67,9222,4183,0,5,icmp,http,S0,0,0,0
552,,1052,6974,0,1,tcp,ftp,REJ,0,1,0
553,33,9766,438,3,6,udp,ssh,S0,1,1,0
554,40,7539,833,2,4,icmp,ftp,REJ,,0,0
555,74,7412,8989,2,9,icmp,http,S0,0,1,0
556,43,6321,8752,2,5,icmp,ssh,SF,0,1,0
557,44,2106,8954,0,,icmp,,S0,1,0,0
558,29,308,5795,,5,icmp,ssh,SF,1,0,0
559,13,7738,3575,2,9,icmp,ssh,REJ,0,0,0
560,12,3360,3786,1,7,icmp,ftp,SF,1,1,0
561,95,,5221,1,9,icmp,ftp,REJ,0,0,1
562,46,1252,7751,1,,icmp,ssh,S0,1,1,0
563,2,5367,6819,4,9,icmp,ssh,SF,0,0,1
564,35,1518,,3,7,udp,ssh,REJ,1,0,0
565,87,6227,,0,8,tcp,,,1,1,0
566,81,5306,578,0,3,tcp,ftp,REJ,1,1,0
567,90,9571,8008,3,0,tcp,http,REJ,0,0,0
568,8,5870,228,4,2,,ftp,S0,0,1,0
569,93,8040,,3,0,tcp,,S0,0,0,0
570,26,,2732,4,6,icmp,ftp,,1,1,0
571,74,4993,,2,0,udp,ssh,REJ,1,0,0
572,90,1962,431,2,3,tcp,ssh,S0,,0,0
573,,2864,9256,4,0,udp,ftp,REJ,1,1,0
574,7,6604,,3,1,udp,ssh,,0,0,0
575,68,4568,5783,2,0,icmp,ssh,REJ,,0,0
576,,6514,1235,3,4,tcp,http,,1,1,0
577,75,4006,8494,2,6,udp,ftp,S0,1,1,0
578,29,9115,5206,3,2,tcp,,S0,0,0,0
579,36,,1421,3,7,udp,ftp,SF,0,1,0
580,89,7756,769,1,4,udp,http,SF,0,0,0
581,21,3359,6035,4,4,icmp,ftp,SF,1,0,1
582,36,6616,9597,0,,,http,SF,1,1,0
583,10,9591,8636,4,7,icmp,http,REJ,1,0,0
584,73,6798,3105,3,1,icmp,,S0,1,,0
585,24,8729,4356,3,1,icmp,ssh,S0,0,0,0
586,64,7679,3306,,7,,http,S0,0,0,0
587,99,5699,1539,3,8,icmp,ftp,REJ,1,0,0
588,49,1274,1332,,,udp,ftp,S0,0,,0
589,99,6654,8169,3,9,,ssh,,1,1,0
590,36,1097,6940,4,1,tcp,ssh,S0,,0,0
591,82,9498,8262,4,3,icmp,http,S0,0,,0
592,96,9108,5559,,,tcp,,REJ,0,1,0
593,,8003,5945,1,1,udp,http,SF,0,,0
594,23,4248,7127,1,3,icmp,ssh,SF,1,1,0
595,62,,481,1,9,,ssh,SF,1,0,0
596,96,5315,5264,1,0,udp,ftp,S0,1,1,0
597,37,3355,4095,1,,icmp,http,SF,0,1,0
598,,271,,1,6,udp,http,SF,0,1,0
599,55,1187,,1,0,icmp,ftp,S0,0,1,0
600,13,6306,2893,4,0,udp,ftp,REJ,0,1,0
601,23,2399,1199,0,1,,ftp,S0,0,1,0
602,89,6996,8012,1,3,tcp,ftp,REJ,0,0,0
603,99,7300,2373,,6,tcp,http,REJ,0,1,0
604,30,4183,1893,0,,icmp,,SF,1,1,0
605,17,9904,5791,1,4,udp,http,,0,1,0
606,,2231,1884,0,3,,ftp,S0,,1,0
607,84,6512,5468,0,3,tcp,ssh,REJ,,0,0
608,89,129,798,2,8,,http,S0,1,0,1
609,86,9462,8210,3,5,icmp,ftp,SF,,1,0
610,13,3673,,2,2,,,REJ,1,1,0
611,59,9794,,0,5,udp,ssh,SF,0,1,1
612,19,4766,4963,4,6,icmp,ssh,SF,0,1,0
613,49,3971,4081,1,6,icmp,http,SF,,0,0
614,12,7546,8051,3,7,icmp,,REJ,1,1,0
615,61,5553,,,3,tcp,http,REJ,,0,0
616,19,628,9618,4,0,tcp,http,SF,0,0,
617,76,6590,,3,5,udp,,REJ,1,1,0
618,9,2045,1893,2,7,icmp,ssh,SF,0,1,0
619,71,2342,9090,0,4,tcp,ftp,SF,0,0,0
620,28,5885,3425,4,2,icmp,http,SF,1,1,0
621,78,8186,9451,0,3,udp,,REJ,1,0,0
622,95,250,2016,0,,icmp,ssh,,,,0
623,52,2926,6674,1,5,udp,,S0,0,1,0
624,,5044,6033,4,4,udp,ftp,REJ,1,1,0
625,,975,4834,0,8,tcp,ssh,REJ,1,1,0
626,69,9518,,2,9,icmp,http,SF,,0,
627,,7193,9066,3,2,tcp,http,SF,0,,0
628,12,9176,566,4,6,,ftp,S0,0,1,0
629,25,9081,7413,1,8,icmp,ftp,SF,0,1,0
630,52,2673,2019,4,,udp,http,S0,0,0,0
631,85,7280,2315,1,9,udp,http,S0,0,1,0
632,53,7532,4413,3,9,icmp,ssh,,1,0,0
633,23,9519,3884,2,2,tcp,ssh,REJ,1,0,0
634,16,8663,8217,0,0,udp,http,REJ,0,1,0
635,57,1988,6740,4,8,udp,ftp,S0,1,0,0
636,39,91,9330,,0,icmp,ftp,REJ,0,1,0
637,,8722,7903,3,1,icmp,,S0,0,1,0
638,42,,1190,0,8,udp,ssh,REJ,0,1,0
639,58,2774,7157,3,4,tcp,http,S0,,0,0
640,39,9879,7343,2,3,udp,ftp,SF,0,0,0
641,14,8384,,0,8,icmp,http,SF,0,0,0
642,95,7410,3158,,,udp,http,S0,1,1,0
643,5,4441,5521,,,icmp,ssh,S0,1,1,0
644,35,7348,1742,1,2,udp,ftp,SF,1,0,
645,87,,3689,0,2,icmp,ftp,S0,1,0,0
646,93,3784,,3,4,icmp,http,S0,1,1,0
647,75,6647,5370,1,2,tcp,ftp,SF,1,0,0
648,18,4299,5645,0,9,icmp,,S0,0,,0
649,76,4669,9090,3,5,udp,ftp,REJ,0,1,0
650,9,4288,4024,3,1,icmp,,SF,,0,0
651,74,2053,717,4,5,udp,ssh,REJ,0,1,
652,58,6010,3968,3,5,tcp,ssh,S0,1,1,0
653,17,1717,7424,2,1,udp,ssh,,0,0,
654,7,311,,0,5,,ssh,REJ,1,0,0
655,46,4539,3216,0,5,tcp,ssh,S0,1,,0
656,13,1261,7826,0,5,icmp,ftp,S0,1,1,0
657,40,3933,391,3,,tcp,http,REJ,1,,0
658,42,585,9892,3,6,udp,http,S0,1,,0
659,9,7617,3038,0,4,tcp,ssh,SF,1,,0
660,,,233,1,0,tcp,ftp,REJ,0,0,0
661,27,2867,3132,1,8,icmp,ssh,REJ,0,1,0
662,66,5899,7635,2,2,,http,REJ,,1,0
663,5,2012,234,4,1,tcp,ftp,REJ,0,1,0
664,29,6252,1392,2,9,,ftp,SF,0,1,0
665,37,4940,9448,0,5,icmp,ftp,REJ,0,1,0
666,38,4007,890,0,7,udp,http,REJ,0,0,0
667,83,1626,7903,0,1,,http,S0,1,0,0
668,8,891,746,4,,tcp,ssh,REJ,1,1,0
669,65,6079,9912,3,,icmp,,,0,0,0
670,86,7037,428,4,8,udp,http,REJ,0,,0
671,17,8924,732,2,9,udp,ssh,REJ,1,1,0
672,71,3962,,3,1,,http,SF,0,1,0
673,89,2505,6508,3,9,,ftp,S0,,1,0
674,45,8807,,2,1,icmp,,SF,0,0,0
675,,3807,9028,,4,udp,,S0,1,0,0
676,36,6101,7625,1,4,icmp,http,REJ,1,0,1
677,70,1720,8327,2,6,icmp,http,SF,0,,0
678,31,6687,5384,2,0,tcp,ssh,S0,0,1,0
679,19,1588,6208,1,1,icmp,ssh,S0,1,1,0
680,,7001,2539,4,5,tcp,,SF,0,1,
681,54,9804,,4,1,icmp,ssh,S0,0,1,0
682,39,,8233,,3,icmp,ssh,REJ,1,0,0
683,91,5559,3368,3,9,tcp,ssh,S0,1,0,
684,,8470,5009,1,,tcp,ftp,REJ,0,,0
685,90,4648,5230,2,6,udp,,S0,,,0
686,,9829,7389,2,9,,ftp,SF,1,1,0
687,,2433,2416,,4,icmp,ssh,REJ,1,0,0
688,67,3905,7172,3,7,udp,http,,1,0,0
689,45,6838,2950,3,5,tcp,ssh,REJ,0,1,0
690,13,1450,4262,4,4,tcp,ftp,SF,1,0,1
691,92,4501,5146,3,3,udp,ssh,,0,1,
692,58,5455,3467,4,5,,ssh,,1,0,0
693,20,,3089,4,5,,http,REJ,0,0,0
694,92,,1116,2,,udp,http,SF,0,0,0
695,72,8870,4579,3,0,icmp,ssh,SF,1,0,0
696,,2029,2591,,,tcp,ftp,,0,1,0
697,,6846,7373,1,0,icmp,ssh,REJ,1,1,1
698,1,3759,3574,1,4,tcp,ssh,S0,0,1,
699,3,5905,2979,3,6,icmp,ssh,S0,0,0,0
700,77,4625,9423,2,0,tcp,ftp,REJ,0,1,0
701,92,8849,7314,,0,udp,ftp,SF,1,0,1
702,62,166,7023,4,5,tcp,ftp,,1,1,0
703,63,4592,4976,3,6,icmp,ftp,,0,0,0
704,25,590,4926,1,5,tcp,ftp,,1,1,
705,56,4525,8048,4,4,icmp,ssh,REJ,0,1,0
706,33,2822,8091,4,5,icmp,ftp,S0,1,0,
707,38,6510,8052,0,2,tcp,ssh,SF,1,1,0
708,6,7694,5293,3,8,icmp,ssh,REJ,0,,0
709,58,9455,6646,4,4,udp,,S0,0,0,0
710,44,72,5404,1,1,icmp,,,0,0,
711,45,3581,3431,0,9,udp,ftp,REJ,1,1,0
712,32,7963,1996,1,9,udp,ftp,REJ,0,1,0
713,45,269,6031,,6,icmp,ssh,S0,0,1,
714,61,9969,3892,0,2,udp,http,REJ,1,,0
715,47,2463,7146,0,0,udp,ftp,S0,1,1,0
716,21,9461,8499,4,2,tcp,ssh,REJ,,0,0
717,80,1016,9555,2,8,udp,http,SF,0,1,0
718,85,9276,2103,4,4,udp,ssh,SF,1,1,
719,75,7985,3031,3,6,udp,http,REJ,1,1,0
720,36,407,8525,1,,udp,ssh,S0,1,0,0
721,99,7385,8108,1,3,udp,ftp,REJ,1,0,0
722,19,6050,243,4,0,icmp,ssh,S0,0,0,0
723,20,6170,1885,1,2,udp,ssh,REJ,0,0,
724,57,7983,8016,1,6,icmp,,SF,1,1,0
725,,986,9625,3,3,icmp,http,S0,0,0,0
726,47,4486,6748,,1,icmp,ftp,SF,0,1,0
727,,,8495,0,4,tcp,ssh,SF,0,1,0
728,14,2619,4331,,4,tcp,http,SF,1,1,0
729,15,6290,7864,4,1,icmp,ftp,REJ,,0,0
730,31,9604,3110,3,5,tcp,ftp,,1,1,0
731,1,6929,2187,3,9,,http,SF,0,0,0
732,54,5369,1551,0,3,icmp,http,S0,1,0,0
733,3,4622,9985,2,0,icmp,ssh,S0,1,0,0
734,,9678,,4,2,icmp,ftp,SF,1,0,0
735,87,7567,6145,,8,tcp,http,REJ,0,0,1
736,57,4671,4657,4,9,tcp,ftp,SF,0,0,0
737,75,7659,8905,1,6,tcp,ssh,SF,0,0,0
738,,1004,538,4,5,udp,http,,0,1,0
739,74,7505,6573,2,0,tcp,ftp,REJ,0,0,0
740,96,2467,235,2,8,,http,S0,,,0
741,16,1940,9697,,8,tcp,ssh,REJ,0,0,1
742,72,1636,6540,1,,tcp,,SF,0,1,0
743,76,9891,,2,,tcp,ssh,REJ,0,1,0
744,24,8096,1910,3,6,tcp,ssh,S0,0,1,0
745,28,6266,9108,4,,icmp,http,SF,1,1,
746,8,1896,7219,1,9,tcp,http,REJ,1,0,
747,92,,81,3,7,icmp,ftp,REJ,1,1,0
748,36,1074,2084,4,7,tcp,ftp,S0,1,0,
749,90,5185,1691,1,5,udp,http,REJ,0,0,
750,,2403,757,3,8,udp,http,SF,1,0,0
751,58,4896,2671,2,2,icmp,ftp,,0,1,0
752,60,7332,3752,4,1,icmp,http,S0,1,0,1
753,50,9344,8660,4,1,udp,ssh,REJ,1,1,1
754,28,1957,5262,2,5,udp,ssh,SF,0,0,0
755,92,7024,6853,0,6,tcp,ssh,SF,0,1,0
756,41,3908,1495,3,5,,ftp,REJ,1,0,
757,64,808,5741,2,2,icmp,http,REJ,0,1,0
758,27,8379,9212,4,4,icmp,ftp,SF,0,1,1
759,63,4828,8056,3,7,udp,ftp,S0,,0,0
760,17,4525,,3,5,icmp,http,SF,,0,0
761,73,9500,673,0,1,tcp,,REJ,1,1,0
762,33,2285,,4,,tcp,,REJ,1,1,
763,84,5314,445,1,7,udp,http,S0,1,,0
764,77,758,,0,3,icmp,ssh,,0,1,0
765,92,4888,8656,0,0,udp,,SF,0,1,0
766,29,3855,2199,1,1,icmp,http,S0,0,1,0
767,13,3559,2288,1,3,,ssh,SF,0,0,0
768,46,9773,4009,0,6,icmp,ssh,S0,1,0,0
769,35,962,9105,3,1,,ssh,SF,0,1,1
770,6,3848,497,2,5,icmp,http,S0,,0,0
771,82,,1464,2,,,http,,1,1,
772,69,3576,6829,0,6,icmp,,S0,1,0,1
773,47,9068,,3,1,udp,ftp,REJ,0,1,
774,25,2419,494,1,2,tcp,ssh,REJ,0,1,0
775,66,4199,5066,0,8,tcp,ftp,REJ,1,0,
776,,1002,5431,4,3,tcp,ftp,SF,1,0,0
777,56,5245,1427,3,4,udp,ssh,S0,0,0,0
778,30,7120,9885,4,8,,http,,1,1,1
779,5,4067,1794,4,6,udp,ftp,,0,0,0
780,33,,2724,0,7,icmp,http,S0,1,1,0
781,65,9674,659,3,2,icmp,http,REJ,,0,1
782,18,8850,4762,4,3,udp,ssh,SF,0,0,0
783,96,5317,7631,3,6,,ftp,SF,0,0,0
784,49,423,8742,2,3,tcp,ftp,SF,1,1,0
785,,6716,8835,4,1,udp,,REJ,1,1,0
786,85,4267,4351,4,9,icmp,ssh,S0,0,0,0
787,26,7550,208,3,5,udp,ftp,S0,1,1,0
788,63,6317,4191,2,8,,http,SF,1,1,0
789,89,2711,1884,4,1,tcp,http,S0,,0,0
790,86,8645,2887,0,0,tcp,http,REJ,1,0,0
791,59,,,3,7,tcp,ssh,S0,1,0,0
792,27,1658,8954,3,0,icmp,ssh,SF,1,0,0
793,49,2542,8382,4,0,icmp,http,SF,0,1,0
794,,6764,6855,2,2,icmp,http,S0,1,0,0
795,33,3076,756,,4,tcp,,SF,0,1,0
796,98,3165,9639,1,8,tcp,http,REJ,1,0,0
797,99,2054,4932,4,9,tcp,http,REJ,,,
798,1,8480,9856,1,1,udp,ssh,REJ,0,0,1
799,21,5738,,0,,tcp,http,,0,0,0
800,55,,,3,0,icmp,http,,0,0,0
801,6,1448,4061,3,7,icmp,http,SF,0,0,0
802,92,6010,4766,2,9,icmp,ssh,S0,0,1,0
803,81,608,,4,9,udp,,SF,1,1,0
804,,4553,6554,,9,icmp,ssh,S0,0,1,0
805,95,,7379,1,1,udp,,,0,,0
806,5,9418,1690,,8,udp,ftp,S0,0,1,0
807,3,9428,,,8,udp,ftp,S0,1,1,0
808,53,,7131,0,1,tcp,ftp,REJ,1,1,0
809,23,2672,3187,1,2,tcp,ssh,S0,1,0,0
810,53,6520,5790,1,1,icmp,http,S0,0,1,0
811,37,3963,1146,3,5,icmp,ssh,S0,1,0,0
812,74,3178,4395,4,6,udp,ftp,S0,1,1,0
813,74,3723,7943,2,5,tcp,,S0,1,1,0
814,83,4907,7549,4,2,icmp,http,REJ,1,0,0
815,17,7264,561,2,2,icmp,ftp,S0,0,0,0
816,85,5055,1913,0,1,tcp,http,S0,0,0,1
817,78,9668,1865,1,1,udp,,S0,,0,0
818,73,,297,1,,icmp,,SF,0,,0
819,1,9171,,0,7,icmp,ftp,SF,0,1,0
820,51,726,7631,0,5,tcp,ssh,,0,0,0
821,45,7702,1462,2,8,tcp,ftp,S0,0,0,0
822,77,1217,4293,0,4,udp,ftp,S0,,0,0
823,4,4052,,2,9,udp,ssh,SF,1,1,0
824,,2198,995,,3,,ssh,S0,1,0,0
825,65,2807,6555,1,8,udp,ssh,REJ,0,0,0
826,32,8971,8,1,9,icmp,ssh,S0,0,0,0
827,34,973,2516,1,4,icmp,http,REJ,1,1,0
828,92,5635,,4,,tcp,ftp,SF,,,0
829,95,,2317,4,4,icmp,ftp,REJ,1,1,0
830,72,2124,7359,3,4,tcp,ftp,REJ,0,1,0
831,39,8791,3933,2,4,icmp,ssh,REJ,1,0,0
832,26,225,6205,2,1,icmp,ftp,REJ,,1,1
833,34,9033,1288,3,5,icmp,http,REJ,1,1,0
834,54,1815,1119,1,4,udp,ftp,REJ,1,1,0
835,3,,8745,2,1,udp,ftp,,,1,0
836,50,125,7638,2,9,tcp,http,REJ,1,1,1
837,12,3247,661,1,,icmp,http,REJ,0,1,0
838,65,2932,8908,0,5,tcp,ftp,SF,1,,0
839,54,2972,6923,0,,tcp,ssh,REJ,0,1,0
840,5,2018,,,2,icmp,ssh,REJ,0,,0
841,94,7416,6338,4,8,,ftp,S0,0,,0
842,94,,2530,2,3,udp,ftp,S0,,1,0
843,57,,3971,2,,tcp,ftp,S0,0,0,0
844,17,1610,3408,3,6,udp,ftp,REJ,1,0,0
845,47,718,9651,3,,icmp,ssh,SF,,1,0
846,,3562,9047,2,6,icmp,ftp,SF,0,1,0
847,79,9209,7417,1,,udp,http,S0,0,1,0
848,85,6783,4761,1,,udp,ssh,S0,1,0,0
849,14,1049,,4,4,tcp,ssh,REJ,1,1,0
850,66,9550,6365,2,7,udp,http,SF,0,0,1
851,75,8308,,2,9,tcp,ftp,SF,1,1,0
852,51,7906,4088,2,,icmp,ftp,S0,0,1,0
853,38,9994,9465,2,7,icmp,ftp,,0,1,1
854,64,5579,4375,3,2,icmp,ftp,S0,0,0,0
855,98,,7608,0,,udp,ftp,S0,1,0,0
856,,6549,4020,2,9,udp,,REJ,,,0
857,50,,816,,6,udp,ftp,S0,1,0,0
858,98,4781,7256,1,2,tcp,http,REJ,1,1,0
859,82,3793,923,4,3,tcp,http,SF,0,0,1
860,30,2942,4868,,7,tcp,http,SF,1,0,0
861,79,5696,1265,2,3,icmp,ftp,S0,,1,
862,91,6402,3725,1,8,tcp,ftp,S0,0,1,0
863,51,,,3,3,udp,ssh,REJ,1,0,0
864,63,6198,5356,0,3,udp,ssh,REJ,1,,0
865,98,5451,2551,2,4,icmp,http,SF,1,0,1
866,52,8976,5320,3,0,udp,ssh,,0,1,1
867,38,8433,6687,0,6,udp,http,S0,1,1,
868,97,5875,1674,3,8,udp,,S0,0,0,0
869,88,1554,4588,1,8,tcp,ftp,REJ,0,1,0
870,79,1013,,2,0,,ftp,S0,1,0,0
871,30,8379,6858,1,5,udp,http,REJ,1,,0
872,51,1882,1667,4,2,udp,http,SF,1,1,0
873,81,6800,4512,2,3,udp,ftp,,0,0,0
874,5,,6173,1,7,,ftp,S0,0,1,1
875,29,8623,1385,2,3,tcp,ftp,,1,0,0
876,4,8431,4404,0,7,icmp,ssh,S0,1,1,0
877,10,6448,,2,3,udp,ssh,,0,0,0
878,56,2346,6306,2,8,tcp,ssh,REJ,1,1,0
879,17,76,8253,0,5,udp,ssh,S0,1,1,0
880,74,9549,7239,,0,icmp,http,,0,1,0
881,17,5878,6982,2,9,,http,REJ,0,0,0
882,,6786,6027,3,1,tcp,ssh,S0,1,0,1
883,88,4923,6610,2,,icmp,http,REJ,,1,0
884,69,,8665,1,9,icmp,ssh,SF,1,1,0
885,34,,959,,6,tcp,ssh,,0,0,0
886,6,4687,8725,1,2,icmp,ftp,SF,0,0,0
887,53,1903,494,4,0,udp,ssh,SF,,1,0
888,66,4671,7043,2,7,icmp,http,S0,0,,0
889,77,7144,82,2,9,icmp,ssh,SF,1,0,0
890,43,2060,7000,,9,tcp,ftp,SF,0,0,0
891,,141,2971,2,6,icmp,http,SF,1,0,0
892,23,1790,12,3,9,tcp,ftp,SF,0,1,0
893,55,17,,,7,udp,ssh,,1,1,0
894,80,465,762,1,0,,ssh,,0,,
895,95,4472,3186,0,2,icmp,ssh,REJ,0,0,0
896,75,1828,26,4,1,tcp,ssh,REJ,1,1,
897,16,,1807,1,0,tcp,http,S0,0,1,0
898,8,,6652,0,4,icmp,ssh,S0,1,1,0
899,4,90,5665,0,2,tcp,,S0,1,,1
900,4,4816,,1,9,icmp,http,SF,0,0,0
901,56,2852,5825,,7,udp,http,S0,0,1,0
902,,2844,3660,2,5,icmp,http,SF,,,
903,67,9118,,4,9,udp,ftp,S0,0,1,0
904,96,6544,761,3,8,udp,ftp,REJ,0,0,0
905,67,5902,595,2,8,tcp,ftp,REJ,1,0,1
906,27,970,7193,0,5,tcp,,SF,0,0,0
907,93,,1056,4,1,tcp,ssh,S0,0,1,0
908,,6125,3084,4,8,tcp,ssh,,0,1,0
909,50,,3676,1,1,icmp,ftp,SF,0,1,0
910,61,3196,9651,,2,udp,ftp,REJ,0,,1
911,51,1405,5958,4,5,icmp,ssh,S0,1,0,0
912,,6941,5256,0,1,udp,,SF,0,1,
913,21,4291,9412,2,4,udp,ftp,REJ,0,0,1
914,5,3983,4229,4,1,,,S0,1,1,1
915,82,5556,4182,1,3,icmp,http,SF,0,1,
916,92,7955,9692,2,2,tcp,ftp,REJ,1,1,0
917,42,4714,1831,1,4,icmp,http,REJ,,1,0
918,61,3093,3396,4,5,udp,ssh,SF,0,1,
919,22,4160,1204,2,6,icmp,http,S0,0,1,0
920,21,6309,2811,4,9,udp,ftp,SF,1,0,1
921,70,7479,3093,0,7,tcp,http,REJ,0,0,0
922,1,8477,3045,2,8,tcp,http,REJ,1,0,0
923,5,4934,6072,1,3,icmp,http,REJ,0,,0
924,12,4927,7273,0,3,tcp,ssh,S0,,0,0
925,90,9380,4674,,6,udp,ssh,REJ,1,,0
926,46,3970,3515,1,9,udp,ssh,REJ,1,1,0
927,34,2966,9991,4,9,tcp,ftp,,1,,0
928,49,4320,6193,1,8,tcp,http,REJ,1,1,0
929,78,8976,,,1,tcp,ssh,SF,,1,0
930,90,7109,7508,1,5,icmp,ssh,REJ,1,1,0
931,45,9142,4858,,9,icmp,http,,1,1,
932,27,,1378,1,9,udp,ftp,SF,1,0,0
933,73,45,3147,,7,icmp,http,SF,1,1,0
934,26,1811,5025,3,4,icmp,ftp,SF,1,0,
935,,4567,794,1,4,udp,http,,0,0,0
936,86,9022,9794,3,7,udp,ssh,REJ,0,1,0
937,56,1910,5757,0,0,tcp,ssh,S0,1,1,1
938,94,6365,4415,2,5,tcp,ssh,REJ,0,1,0
939,63,2582,1111,4,,icmp,ftp,SF,1,0,0
940,48,692,5673,1,8,udp,http,REJ,0,1,0
941,,932,4054,0,5,icmp,ftp,SF,,0,0
942,81,7911,3938,,,,ssh,,0,1,0
943,26,6383,3964,3,3,udp,ftp,SF,0,0,0
944,,3407,4943,0,9,udp,ftp,REJ,0,0,0
945,1,8340,5898,1,0,,ftp,REJ,1,,0
946,8,1033,8975,4,8,udp,http,REJ,,0,0
947,99,1312,1117,1,5,icmp,ftp,SF,0,0,0
948,,8580,1751,2,2,icmp,ftp,REJ,,0,0
949,79,3122,,1,3,icmp,ftp,SF,0,,0
950,47,1874,5746,2,9,udp,ssh,S0,0,1,0
951,56,9108,5065,3,5,tcp,ssh,REJ,,0,0
952,86,6782,9680,2,5,icmp,http,SF,0,1,1
953,14,,5939,4,8,tcp,,SF,0,1,0
954,90,278,3398,0,3,tcp,http,SF,,1,0
955,28,1860,8266,2,4,tcp,ssh,S0,0,,0
956,87,5930,1360,1,,,http,,1,0,0
957,78,,9284,2,2,udp,http,S0,1,1,0
958,88,4714,4854,,1,icmp,http,S0,1,0,0
959,2,,1942,2,7,icmp,ssh,,0,0,0
960,26,1171,3149,4,9,udp,ftp,REJ,0,,0
961,14,,7934,2,8,udp,,S0,1,1,
962,59,9375,9437,4,,tcp,ftp,SF,1,1,0
963,56,5309,1286,1,8,udp,ssh,,1,,1
964,,2463,6475,3,,udp,ftp,SF,0,,
965,3,9823,771,0,8,udp,ssh,SF,1,1,0
966,23,288,1844,1,3,udp,http,,,1,0
967,18,,74,1,1,,http,,1,0,0
968,38,4283,1661,0,2,icmp,http,S0,1,0,0
969,99,1908,,2,0,tcp,ftp,SF,0,0,0
970,15,1162,7103,2,4,,ftp,REJ,0,1,1
971,64,130,8001,2,0,udp,http,REJ,0,0,0
972,89,6338,9012,3,0,icmp,ftp,S0,0,1,0
973,28,2364,3819,1,6,icmp,http,S0,,1,0
974,74,8152,332,4,,icmp,ssh,S0,0,1,0
975,39,5984,1422,0,7,tcp,ftp,S0,1,0,0
976,57,144,7513,1,5,icmp,ftp,,0,1,0
