,Gender,Resource_Access,Women_Empowerment_Metrics,Crop_Type,Soil_Type,Soil_Health_Index,Social_Impact_Index
300,Non-binary,Abundant,4.272582324511205,Maize,Loamy,2.0789566442639833,6.910749197635254
301,Genderqueer,Moderate,3.6693273986707733,Rice,Loamy,9.302884919675439,5.546895571287558
302,Male,Limited,1.5023284108406427,Maize,Sandy,1.7326878852423198,1.2706500473375133
303,Non-binary,Abundant,4.062173478756811,Wheat,Loamy,7.195792116188493,9.726955828774893
304,Transgender,Abundant,1.8407678748753855,Wheat,Loamy,3.0408242224997055,6.904412825399246
305,Male,Moderate,2.293771420400787,Maize,Clayey,1.316668084674568,5.639217121144075
306,Gender neutral,Limited,4.276936848409681,Rice,Sandy,1.5367379147208118,3.45451812963781
307,Non-binary,Limited,3.146102433573793,Wheat,Sandy,4.361698933116059,6.922889963267529
308,Pangender,Abundant,4.439762856733637,Rice,Clayey,1.698296065204282,4.277510765944415
309,Male,Abundant,1.8521412793730567,Wheat,Sandy,6.369752799401087,7.322447463962406
310,Transgender,Abundant,3.4311137544275487,Wheat,Loamy,6.825290602366681,7.143147282760878
311,Female,Limited,1.3351638901930465,Maize,Sandy,4.361217147847441,1.834694156117164
312,Two-spirit,Moderate,3.5722439741601186,Maize,Clayey,7.685902681465157,9.183346374798925
313,Third gender,Moderate,4.050136151102139,Rice,Sandy,5.410382681526196,5.382768264415132
314,Agender,Limited,3.3397235759148867,Maize,Clayey,4.872056530618739,4.536504450698985
315,Third gender,Moderate,2.064926005995241,Wheat,Loamy,4.662892799111125,9.599159292659007
316,Transgender,Abundant,1.1253706754354669,Wheat,Loamy,4.879958386109836,4.943883530000905
317,Genderqueer,Moderate,1.477795535857143,Rice,Clayey,9.710988849409768,7.49098825212758
318,Genderqueer,Moderate,3.489211916296105,Rice,Loamy,7.132663540345939,6.896228295248525
319,Female,Moderate,4.737680867370055,Wheat,Loamy,3.8368886244499,2.4862608827475094
320,Agender,Abundant,1.8261376158880256,Maize,Sandy,7.604738831850088,9.920284963688232
321,Pangender,Limited,3.940104596420395,Maize,Loamy,3.9724064949062443,5.17243890061798
322,Female,Abundant,4.465804252996167,Rice,Clayey,2.131434170062086,4.553043151755777
323,Third gender,Limited,3.0835287137900442,Rice,Loamy,5.278243217100842,9.27652143477907
324,Female,Limited,3.677063183374631,Wheat,Sandy,7.759214732245726,5.763145029193991
325,Third gender,Limited,4.260061266704593,Wheat,Clayey,4.398939197985891,7.345692657363811
326,Male,Moderate,2.0427006309623743,Rice,Loamy,8.822567278426085,8.616214425358098
327,Genderqueer,Moderate,2.187582697072172,Wheat,Loamy,4.482574336789838,3.119449561520665
328,Male,Limited,1.0025100665138247,Rice,Loamy,4.148551229560585,2.5251992667507657
329,Two-spirit,Limited,4.85237652359121,Rice,Clayey,9.9841952247694,1.6165612503190538
330,Agender,Moderate,4.67017957838538,Maize,Sandy,5.342248206910589,9.074199693214588
331,Pangender,Abundant,4.058273055037722,Rice,Clayey,8.246990887421555,2.8033038526883387
332,Third gender,Limited,1.3163040839065925,Wheat,Clayey,8.244892504539303,3.769786396579545
333,Pangender,Abundant,2.7900115587980325,Maize,Sandy,9.337324033892614,3.57226233471056
334,Third gender,Moderate,1.4075670158862112,Maize,Clayey,1.764055490052733,3.7412918877015544
335,Transgender,Limited,1.0636810690511944,Wheat,Clayey,3.440982487841581,7.0125501414584654
336,Female,Abundant,3.464731860850389,Wheat,Loamy,7.909732823917905,9.587022028664844
337,Two-spirit,Abundant,4.843317668320754,Wheat,Clayey,6.063413431587085,3.9650809236178635
338,Genderqueer,Abundant,4.611472093728601,Rice,Loamy,6.036534481190805,4.668824391928272
339,Third gender,Moderate,3.7870192597416175,Maize,Clayey,2.4959377168321675,7.940322856977501
340,Pangender,Moderate,1.3865623366594857,Rice,Loamy,3.530377127025368,4.891041497689173
341,Two-spirit,Abundant,2.0966561506892005,Rice,Loamy,5.69200677145061,9.334384911334427
342,Gender neutral,Abundant,2.280226907541164,Rice,Loamy,3.4946322820715907,5.528962456706949
343,Gender neutral,Moderate,4.052600230982245,Rice,Sandy,2.8925451342884356,4.129613701872539
344,Male,Abundant,4.208996716940456,Maize,Clayey,1.789804501929965,9.744152353608428
345,Genderqueer,Abundant,2.5404244919596817,Maize,Clayey,2.40153410731011,4.83203688457762
346,Transgender,Moderate,2.6715359864704387,Rice,Clayey,7.919809862427757,3.0805738406923835
347,Pangender,Abundant,1.1780361571046853,Wheat,Sandy,7.469012625262439,2.5993073331057963
348,Female,Abundant,2.156546873675044,Maize,Loamy,1.4125031591384043,9.95663193245493
349,Female,Abundant,2.8051407087105598,Rice,Clayey,2.829556768096999,7.776889238159643
350,Pangender,Moderate,1.4679321855410303,Wheat,Sandy,6.044098120594446,4.677938177096626
351,Agender,Abundant,2.8130698430200853,Wheat,Sandy,3.9036505981309584,8.43727008566971
352,Transgender,Moderate,4.4127032490312015,Rice,Clayey,8.409246424115775,5.921255165630365
353,Two-spirit,Moderate,3.3252840789002134,Maize,Loamy,8.064903768959322,3.856506162699452
354,Third gender,Limited,1.3157194201536493,Wheat,Sandy,9.024225021622986,7.690472278623634
355,Agender,Limited,1.7666852753210973,Maize,Clayey,6.066381083546044,7.7130526499483665
356,Third gender,Abundant,2.898177400634225,Maize,Loamy,4.168688318281887,5.501523062657215
357,Third gender,Moderate,2.4459485992872483,Wheat,Sandy,6.45458226566426,1.4064250631994675
358,Agender,Limited,2.434908078184395,Rice,Sandy,1.8022301177091202,1.6932023791630084
359,Male,Abundant,3.1170697925743607,Wheat,Clayey,1.0862741596732084,8.098745311011442
360,Gender neutral,Limited,3.3375836863578296,Wheat,Clayey,1.1538416810831982,8.411287383893919
361,Third gender,Limited,4.187446281104764,Maize,Loamy,4.667886441407945,7.10460773719464
362,Agender,Moderate,2.3638662538499386,Rice,Clayey,3.0526983469275697,8.551617178759146
363,Agender,Moderate,4.221865132162347,Maize,Clayey,2.4160393522004293,7.475387233218509
364,Non-binary,Limited,2.35444491645053,Wheat,Loamy,6.537934140563534,9.072411584580244
365,Male,Limited,1.2217319557649353,Rice,Clayey,9.95585538351863,2.353584453519523
366,Genderqueer,Moderate,3.2167506040191647,Rice,Loamy,2.5997788325398274,4.489673754941862
367,Non-binary,Abundant,3.351609299579258,Rice,Loamy,5.9177928179254495,5.176997145017373
368,Non-binary,Moderate,4.73816098248744,Rice,Loamy,2.077547625999044,3.678974152823922
369,Pangender,Limited,3.9042453042498977,Rice,Clayey,9.40812796964925,7.5282980333449965
370,Gender neutral,Abundant,4.6710906099777585,Wheat,Loamy,3.6257965171352655,9.211949314202261
371,Agender,Limited,4.633388840972039,Wheat,Clayey,8.905058380390406,4.712339793423487
372,Gender neutral,Abundant,3.4182964410329686,Wheat,Loamy,3.5476879532533916,9.4738776813817
373,Transgender,Limited,3.11104826134579,Maize,Clayey,8.254472321680476,5.65092016429651
374,Pangender,Abundant,3.2297638686543997,Rice,Loamy,2.8844320010119544,5.70264064134446
375,Genderqueer,Abundant,4.913323230708992,Rice,Sandy,3.6351048713809995,6.401975866099809
376,Gender neutral,Limited,4.092670766987835,Wheat,Sandy,2.7322782886327057,3.4149795860739283
377,Female,Abundant,1.4250636191695834,Rice,Sandy,3.378338900646901,4.450244672215333
378,Third gender,Moderate,4.1137136271256,Maize,Loamy,8.513791797999838,5.979137075969452
379,Transgender,Limited,1.6821521955929035,Rice,Clayey,6.751292477920277,9.477845970159356
380,Male,Moderate,2.7894021960225026,Rice,Loamy,4.652917019535016,6.784233206096966
381,Genderqueer,Limited,1.841838688706137,Maize,Loamy,9.743689243739407,3.9980490209983857
382,Transgender,Abundant,3.758332262132919,Wheat,Loamy,5.183753744166164,1.0942171598485237
383,Third gender,Abundant,4.509238944772143,Wheat,Loamy,9.727839741329662,9.83499084936915
384,Pangender,Abundant,2.161447541466724,Rice,Clayey,2.769282306197742,5.436861020365559
385,Third gender,Limited,1.3280429648327505,Maize,Loamy,9.141745844034544,9.446456424976938
386,Non-binary,Moderate,2.193972392299853,Wheat,Sandy,1.1243998368774522,5.944107104515476
387,Third gender,Moderate,3.6894474317287775,Wheat,Sandy,5.907728821291817,6.449183742000598
388,Non-binary,Limited,2.3150405102177998,Wheat,Sandy,4.807471548628133,7.407210303135749
389,Pangender,Limited,2.1124486702152137,Rice,Loamy,5.725790609247814,3.88878160297965
390,Two-spirit,Moderate,1.7377407623370598,Maize,Clayey,5.981003487529291,7.290855646075311
391,Non-binary,Moderate,2.990065707497734,Rice,Clayey,4.501282186609398,5.741127188662453
392,Male,Moderate,2.1037953126287503,Wheat,Clayey,9.983780621974857,7.05231954624256
393,Third gender,Moderate,3.9240413965579326,Maize,Loamy,9.788564712705632,8.52249934818856
394,Third gender,Limited,1.3064896079688109,Rice,Clayey,9.655708390341356,2.6580621724478557
395,Male,Limited,3.6561321324452702,Wheat,Sandy,9.811765426389291,6.521958193021837
396,Female,Abundant,1.9502400582710795,Wheat,Clayey,8.137111588924586,1.4690019574885294
397,Agender,Moderate,2.9571170442064125,Rice,Loamy,9.897314311236988,1.919035800541332
398,Two-spirit,Abundant,2.1443596881250424,Wheat,Loamy,9.031242027476278,7.071348121620282
399,Genderqueer,Limited,3.8910747040431826,Wheat,Clayey,4.74339373329179,1.6384388662748752
400,Non-binary,Limited,4.781228161006547,Maize,Loamy,8.06299397545067,6.358220018325765
401,Male,Abundant,4.6683071178792535,Wheat,Clayey,9.208610606130632,2.980113387862469
402,Pangender,Moderate,3.3337048605763644,Rice,Clayey,7.413454662283833,3.736763456605732
403,Non-binary,Moderate,2.8504412130279135,Maize,Sandy,4.805041065090435,2.1667285193268375
404,Agender,Moderate,4.273202037757527,Rice,Loamy,1.5921121781478274,3.2380073755555534
405,Pangender,Moderate,3.7333054505109198,Wheat,Sandy,8.28727243354529,8.391626063373952
406,Transgender,Abundant,1.7342564568677314,Maize,Loamy,9.574685858138233,6.749905650458748
407,Third gender,Abundant,4.2836768544520005,Maize,Clayey,4.262169342069337,9.547838152415693
408,Transgender,Limited,2.7155375575788407,Maize,Loamy,2.3671544589004565,1.4387036981837975
409,Non-binary,Moderate,1.7559426398847005,Maize,Clayey,3.9385345552350017,8.131707974656617
410,Agender,Moderate,2.12718940158597,Rice,Loamy,6.243601223604216,7.291694649514821
411,Two-spirit,Moderate,2.0701081209933694,Wheat,Sandy,3.8523610295401256,3.348030746777824
412,Non-binary,Abundant,3.0768278984138404,Wheat,Sandy,6.495568571767185,7.56250032529526
413,Male,Moderate,1.937480362711502,Maize,Clayey,9.701670090201675,7.448936949231582
414,Gender neutral,Abundant,1.4942659496063047,Wheat,Sandy,7.0366104397691425,5.1341068275286945
415,Non-binary,Moderate,1.494763402455043,Rice,Clayey,4.263934296570595,7.1977565696833805
416,Third gender,Moderate,3.3331047885563865,Wheat,Clayey,9.421776743243814,5.001228127135588
417,Third gender,Limited,3.9390371553975143,Rice,Clayey,6.090717418310295,4.019910364520849
418,Non-binary,Moderate,2.286132035353363,Rice,Loamy,2.1553515867931,5.198418643032245
419,Pangender,Moderate,1.1386028392560683,Wheat,Clayey,5.490829046743854,9.056165333435121
420,Gender neutral,Limited,1.508899547748043,Rice,Sandy,6.882728004190449,4.461254135741964
421,Male,Abundant,4.658778241348228,Rice,Loamy,8.544289292350648,4.633193597109974
422,Non-binary,Abundant,2.974174638357812,Rice,Sandy,9.428291080368826,6.475629048598452
423,Pangender,Moderate,2.814291238460699,Rice,Clayey,3.856745203447467,7.776995278902592
424,Third gender,Abundant,1.1521967132403637,Maize,Clayey,2.3996112767113313,7.611587742800408
425,Third gender,Moderate,3.9145480892675963,Wheat,Sandy,1.6644577797449416,1.1781885710634152
426,Agender,Limited,3.1122723237283156,Maize,Loamy,7.645191424374545,7.186737997169678
427,Non-binary,Limited,1.8083237443460831,Rice,Sandy,8.156424274438887,5.054986432890342
428,Gender neutral,Moderate,1.4402950407242288,Wheat,Clayey,4.684358142353502,5.716809707990118
429,Female,Limited,2.533551454527994,Rice,Loamy,4.563328664562661,6.054970032486813
430,Gender neutral,Limited,4.348647856780103,Wheat,Clayey,9.588133284891688,7.585476553974388
431,Third gender,Moderate,4.461178236804098,Maize,Clayey,9.250131925722947,8.481996852474817
432,Third gender,Moderate,3.4113855215825457,Wheat,Sandy,3.099393117253389,6.816348501690125
433,Transgender,Limited,3.9101457089205707,Rice,Clayey,8.027268829748266,6.075164987254011
434,Third gender,Abundant,1.4606231496114814,Wheat,Sandy,6.60430356609646,4.363923293314317
435,Male,Abundant,3.3525042618714194,Wheat,Loamy,2.3880046520767593,2.2409039730875278
436,Genderqueer,Moderate,3.667862813948727,Maize,Clayey,4.210939423779044,9.627199134803776
437,Non-binary,Moderate,1.8028513716551688,Rice,Clayey,2.5972564717673423,5.156580630927769
438,Gender neutral,Abundant,4.520618931641035,Wheat,Loamy,3.6564043493965475,6.095910200476539
439,Genderqueer,Limited,1.779986950084079,Maize,Sandy,6.537710581960165,7.759658254927754
440,Pangender,Abundant,2.2539094393858017,Wheat,Clayey,4.377389239390957,1.6156943648184625
441,Female,Abundant,3.4822273880938344,Rice,Loamy,4.546535678522715,8.695099081033582
442,Male,Abundant,3.553400260522923,Wheat,Clayey,5.856825633554708,8.173231690081668
443,Gender neutral,Abundant,3.797538963949469,Wheat,Sandy,1.7850172495755048,7.96985723718857
444,Genderqueer,Moderate,1.4480468522728227,Wheat,Sandy,7.649175608644733,1.1978443606096754
445,Female,Moderate,4.397857719714221,Wheat,Sandy,4.615385800720061,5.738669662693728
446,Transgender,Limited,3.1313885291330394,Rice,Sandy,5.323573793820882,1.4884153365919315
447,Male,Limited,2.8852871764202734,Maize,Loamy,9.768697559691685,5.957853209625621
448,Male,Limited,4.924390498054038,Maize,Clayey,4.099301994864286,7.466034936299702
449,Transgender,Limited,3.961513187764079,Wheat,Loamy,6.833970423765329,2.096652252325806
450,Non-binary,Abundant,1.4720241064774995,Rice,Sandy,4.532538855662296,7.253947949295597
451,Transgender,Moderate,4.026156668904963,Rice,Sandy,9.048544468153104,5.045795613867765
452,Male,Moderate,1.380995735891478,Rice,Sandy,8.620806402955356,8.30397637610038
453,Male,Limited,1.1098822500519394,Rice,Sandy,3.174618445861459,5.80230045442271
454,Genderqueer,Limited,2.6145035810795885,Rice,Clayey,7.2257114134981055,4.025093822511839
455,Third gender,Abundant,4.974312691276875,Rice,Sandy,1.5865479630748631,3.9879240708133774
456,Female,Abundant,1.6995357447794506,Wheat,Clayey,9.668668505769011,9.077378680068255
457,Transgender,Limited,3.69057737410716,Maize,Sandy,4.1409109721274175,5.075844261266191
458,Female,Moderate,1.6935842648244774,Maize,Clayey,8.486584953262902,4.651785074587789
459,Transgender,Moderate,3.8991478998335443,Wheat,Clayey,3.8658822946957896,1.35886260068124
460,Pangender,Moderate,3.0214146729513045,Maize,Sandy,6.694936670771848,4.2789214460386145
461,Male,Limited,3.719886840357505,Rice,Loamy,9.852317127858985,8.646643494499823
462,Third gender,Moderate,1.8114927036569384,Rice,Loamy,8.890748768184672,7.848888908793482
463,Genderqueer,Abundant,3.982513330082008,Maize,Loamy,2.4432931891441667,2.988218825169398
464,Third gender,Abundant,4.982476238490827,Rice,Loamy,5.9273958983452415,4.717509608921529
465,Third gender,Limited,3.662602002503839,Rice,Loamy,4.136786039032211,2.7692170847357396
466,Third gender,Abundant,2.9739199922915107,Maize,Sandy,4.909049664834626,9.58795135151236
467,Female,Limited,4.69269595447706,Wheat,Sandy,4.0166481629689175,6.383060906819821
468,Transgender,Moderate,1.0634073689275052,Maize,Sandy,4.023633233759618,7.789193132936938
469,Two-spirit,Moderate,3.9196940771432844,Maize,Sandy,5.882979193989502,7.424277847091012
470,Pangender,Moderate,4.554986067255252,Maize,Sandy,2.727676082108373,8.863204270510751
471,Gender neutral,Abundant,1.2466983344838298,Maize,Sandy,5.836558827100283,9.543950006909133
472,Third gender,Limited,2.8002566816630328,Wheat,Clayey,3.5106889347847083,1.29201556398152
473,Non-binary,Moderate,1.8188778157999956,Wheat,Clayey,3.6008461381761965,9.77771061909957
474,Female,Limited,3.2660726623513203,Rice,Sandy,7.648732261320605,8.834882167952916
475,Genderqueer,Moderate,3.598171834414642,Rice,Sandy,1.266342432039422,4.446526678282867
476,Gender neutral,Abundant,2.21049273171502,Maize,Clayey,4.428511864064264,8.533623183013635
477,Two-spirit,Abundant,2.8399266787124033,Rice,Clayey,4.667809421382806,7.629021840978545
478,Non-binary,Limited,2.117357941106238,Wheat,Sandy,5.365991257463555,8.138029390207226
479,Two-spirit,Abundant,2.477564657820455,Rice,Clayey,7.021099222565848,2.986219295551498
480,Gender neutral,Abundant,1.6381598267536943,Rice,Loamy,4.327181044633779,6.837073317420988
481,Third gender,Limited,4.542237774342526,Rice,Loamy,2.9182339387580956,1.2333330486936174
482,Non-binary,Moderate,1.0400416422365457,Maize,Loamy,8.963855564916777,8.63406219297564
483,Two-spirit,Abundant,4.529636745775154,Rice,Clayey,9.829347640130907,9.559386752282101
484,Genderqueer,Limited,3.286715513398954,Wheat,Sandy,1.1801322385563953,6.959110965717591
485,Transgender,Abundant,2.32663137670807,Wheat,Sandy,5.918201659006281,5.614026878584019
486,Male,Abundant,3.892228501841319,Wheat,Sandy,4.075321411982784,7.531579804267641
487,Transgender,Abundant,3.0310086074506573,Wheat,Clayey,3.4929061784848834,3.9372515940215527
488,Gender neutral,Abundant,2.996434632430426,Rice,Clayey,4.021357517829419,6.637490162312842
489,Female,Limited,1.4405691316758658,Maize,Loamy,6.7498998078358055,7.470756453757998
490,Male,Limited,2.5580641037816347,Wheat,Clayey,2.716444092068154,2.2841270333306882
491,Pangender,Limited,1.9642573834269466,Wheat,Loamy,9.215746404921552,2.2606120494693314
492,Genderqueer,Abundant,1.0627836223851186,Maize,Loamy,5.1950307244552825,7.445243599428762
493,Pangender,Abundant,2.440398523128453,Maize,Sandy,3.9301914983439556,4.886042447489464
494,Non-binary,Abundant,1.359288517702419,Wheat,Clayey,7.889781983928391,9.0028134861481
495,Male,Limited,2.027320150900741,Wheat,Sandy,1.147119987125734,3.807449939411539
496,Pangender,Abundant,1.3700664847323778,Maize,Sandy,4.886675791642332,1.381876635237801
497,Pangender,Moderate,1.4037665022255954,Wheat,Clayey,4.197732409011069,6.848884263083677
498,Two-spirit,Abundant,1.7960451776607531,Wheat,Clayey,4.04388918990761,7.158153039423226
499,Transgender,Moderate,4.999396977945601,Rice,Loamy,4.033642258815249,5.982324480808392
500,Two-spirit,Abundant,1.008736571428995,Maize,Loamy,1.2814423997254067,7.149993811251382
501,Male,Limited,3.554690544481621,Rice,Loamy,2.369047627079558,5.713789100269555
