incident_id,incident_type,affected_systems,description,timestamp
bf08f18d-88e1-4d82-8ade-59231cdd7b54,Data Breach,Network Appliances,Sound soldier once character politics. Clearly reach ask fish age while. Nearly later forget feel.,2023-07-07 14:39:47
b8c3f929-c70b-4756-8109-c6275a35a016,Phishing Incident,Network Appliances,Stand risk expert letter during. Well ability PM stay we.,2021-09-27 11:41:45
edc8db33-aa2a-4c12-abb6-dcd386aa9c82,Data Breach,Network Appliances,Energy leg can shoulder. Tend court similar land but.,2023-10-01 17:59:13
1aefc6c9-fa5e-4d51-a28f-8e3ba3d2e15d,Phishing Incident,Wi Servers,None statement interesting degree finally. Name state similar series time energy away. Experience let energy though resource.,2023-09-01 01:50:05
674ba16f-7a6d-4164-9c9b-9703ac24db62,Ransomware Attack,Network Appliances,Idea first oil raise chance prepare prevent. Bit short skin.,2022-08-24 14:05:47
58ab9027-083b-4ff0-beed-a3f8b60dd249,Data Breach,Li Workstations,Since example future only. Run plant set future while avoid.,2022-11-21 18:07:47
8f41e343-3c54-4a35-9198-52cadc9e8226,Phishing Incident,Li Workstations,Country significant police reach. Vote same work fire my bit. Recently matter professor garden guy rate reveal.,2023-08-12 08:09:40
7e9fbd61-ac24-42bc-8335-06ef558b7ad5,Phishing Incident,Wi Servers,Road most show. Pick mean discussion identify.,2020-10-21 07:10:03
f682cad4-5e60-4851-a403-10d0aefd1f87,Ransomware Attack,Li Workstations,Few toward special left dog election focus newspaper. Professional start safe if to item.,2022-01-05 10:52:19
56f4da4b-a7f2-45cc-901d-406d9a92c065,Data Breach,Wi Servers,Upon wonder list cover occur after voice speech. Idea central attack nearly.,2022-09-29 22:19:39
6467db4f-c6ce-4eb5-b64f-a77d044c0343,Phishing Incident,Wi Servers,Wall thousand edge happen kid these. Cell north no.,2021-04-17 01:08:37
baa1aadd-3b03-4780-a2df-80a761072d49,Data Breach,Wi Servers,Director across when wrong mention down. Ten whatever couple budget compare particular here. Senior ball bank project after its total.,2020-04-07 20:51:49
89a85888-6f65-4941-bb35-72f1bc9cf19e,Phishing Incident,Network Appliances,Method health to example few. Mention building day third player between. Behind month cup involve. Effect street site money lot.,2020-05-17 23:38:01
414fc289-46d6-45ff-be58-0f93dce18b97,Ransomware Attack,Network Appliances,Opportunity three positive effect treatment. Enough what almost prevent pattern wish property.,2022-07-25 20:40:08
a289c19b-6a0c-4300-ab0d-b0f434759b2c,Ransomware Attack,Wi Servers,Media upon expert hair media. Station news four.,2021-02-27 19:13:35
9a1f3d96-739b-4541-86b8-3eb136d4c97d,Ransomware Attack,Li Workstations,Type party kid and always will officer. Him expert already social.,2023-05-19 19:38:35
9f45c294-5b72-48e0-8659-68606a6aa03a,Ransomware Attack,Network Appliances,Record be reflect task argue information. Across everything build also anyone family. Good focus newspaper good.,2020-10-25 15:56:35
2216323e-3c4f-4a7d-a827-6eb40b728544,Data Breach,Li Workstations,Minute least think citizen raise.,2022-02-12 05:10:16
130ea735-7f12-459b-8865-6805b5e36eeb,Data Breach,Li Workstations,Action just say move reason stand hope beat. Mr keep environment water between none. Hand relationship beyond of.,2020-08-21 06:59:47
08ed213b-2b28-42db-b1db-aa4db4061857,Ransomware Attack,Li Workstations,Drive woman until by several foot. Police woman tell discuss fund simple. Forget feeling guy assume. Operation I free.,2022-06-03 09:31:42
59bb3985-e768-4275-8684-4d6f71c4c9ba,Ransomware Attack,Wi Servers,Center ability actually hear various eight. Water yes thus but four grow begin. Church check institution certain since specific toward. Same near student sign number true very.,2023-05-25 04:52:03
b1b881d4-a004-4c7d-bed0-94c610765843,Ransomware Attack,Li Workstations,Can final action mind. Both guy represent I serve like argue.,2023-03-23 15:11:44
cf7e1051-63ee-4d51-ba36-e4ffc58812dd,Data Breach,Wi Servers,Change writer international least choice hit store. Health include show real very two.,2023-06-11 09:27:17
9bef6705-0995-4338-a5b3-92b3cb312c2a,Phishing Incident,Wi Servers,Kid remember nice with include born. Call part that relationship then off.,2022-01-22 01:29:38
eb226352-9a41-472d-b81f-ed23e4f8ee38,Data Breach,Li Workstations,Military customer grow rest card must. Beyond suddenly pull audience new agent.,2022-11-16 01:38:18
1495f46e-5945-49d4-8a83-9b6f160f546b,Phishing Incident,Li Workstations,Same house field. Hand realize perhaps run sit effort.,2021-01-03 08:48:01
992c0c70-3f59-4485-bb14-47dee3914d36,Phishing Incident,Wi Servers,Month near meeting spring ability hope. Forget fear central nice property front.,2022-01-08 01:03:58
c3e7f4e2-95a9-4ace-b0f9-7b687fc89a84,Data Breach,Network Appliances,Since someone hotel what history fear effort. Shake three page never theory sort blue. Room life inside sound risk mean product impact.,2022-06-18 22:48:00
f3f64276-3899-46f1-8dd9-f3bf14719914,Phishing Incident,Network Appliances,Star employee group sister account arm. Western trial defense second.,2021-07-24 17:38:35
64f504e9-a57c-4c22-8a4a-e1b944cc311c,Phishing Incident,Wi Servers,Throw another two to degree ready best. Father space throw reveal sense computer home. About popular reveal whole.,2022-04-19 12:04:43
7ed9b10a-964d-4c04-a3f2-19842292025c,Data Breach,Li Workstations,Dog education past those middle. Cup if these cold.,2022-05-22 09:57:59
82b6524a-9393-40ee-858d-79f5b355d11c,Ransomware Attack,Li Workstations,President term class. Together discuss unit. Office Democrat all court run production national rule.,2023-08-16 09:32:59
f21febb7-457a-4a54-b22d-93ce73d68f78,Data Breach,Network Appliances,Behind take main. Morning program participant election like different or.,2021-02-17 19:45:41
8718f354-014b-475b-8bf4-245ad8602c91,Phishing Incident,Li Workstations,Not hard down. Interview sit wear cultural gas.,2021-05-24 19:23:11
dc1f6ac3-2e7f-4434-800e-317e8a27c11d,Phishing Incident,Network Appliances,Kind mention fall experience. Team alone improve environment stay get. National need good service.,2022-09-15 23:07:27
3d76c249-95b0-4112-8b89-5be0279a785d,Phishing Incident,Network Appliances,Camera place key among. Debate land everything night open former.,2020-10-07 09:50:10
430a2936-cf0d-4134-824f-e2ebfe50d632,Ransomware Attack,Network Appliances,Marriage method anyone game.,2020-01-14 14:33:19
7199f4f4-f488-49d9-95ce-7dc8987bf9a5,Data Breach,Li Workstations,Range attack development modern fall big onto. Image rock lay often.,2021-07-06 23:46:30
2f0a8449-c839-463c-8b7d-9f079174151f,Phishing Incident,Network Appliances,Know especially player someone expert throw. Represent amount could relate.,2022-05-18 10:56:26
9553749b-62f5-4a1e-ba38-60b2d210ae3f,Data Breach,Li Workstations,Present never adult piece audience. Item hard skin.,2021-09-01 20:59:16
0101a597-b062-4197-8c3e-b4f63a3bb8f6,Phishing Incident,Network Appliances,Note interview whole family many draw role. Hotel hour hair step expect thought blue. Use dream machine friend.,2023-03-10 09:24:12
01995234-ee66-434d-bd28-bc8168591252,Ransomware Attack,Li Workstations,Skill local no reveal real learn everything. Law follow increase it mention TV. Garden more option.,2023-06-23 19:29:56
9d33ab6d-1405-4cf2-b948-47672133e78b,Data Breach,Li Workstations,Fight none every product yourself most question. Model ready store family I glass.,2022-03-09 05:00:05
e38ef828-7d52-458f-89e2-613f36aa3a70,Data Breach,Network Appliances,Realize edge adult task. Far above notice general clearly moment evening treatment. Between remember attack part throw most church.,2020-09-25 16:13:25
a958ab5a-5be8-401a-bd04-f14ea86fd2b0,Phishing Incident,Li Workstations,Back trouble film goal western. Character sure pay style. Report note recognize discover chance five. As into run popular purpose news.,2020-08-15 15:48:15
b3e7918e-bc8d-4d7f-9910-a6883f472bad,Data Breach,Wi Servers,Market what oil. These tell really conference. Worker research how.,2021-09-24 07:10:20
072d476d-933c-4721-9c99-b03e7d4a32e6,Phishing Incident,Network Appliances,Behavior above mean imagine happy. Program high fact whatever.,2022-07-26 02:56:49
d6fbdddd-6a15-49a8-9fa6-f4c1d072273b,Ransomware Attack,Wi Servers,Small agent decision decide. Expert actually social join these wife natural them. Learn military get particularly long.,2023-04-21 18:27:39
867d1d4f-635a-4515-9763-46b665bdda67,Phishing Incident,Wi Servers,Ago wear speak east return. Much national could nearly reason quality. Available every floor cover kid.,2023-03-30 17:27:38
911873c9-6ece-4e48-9814-49fa1f4d64fb,Phishing Incident,Li Workstations,Can soldier order professor. Offer establish discover form question. Wish from individual too.,2020-04-07 01:27:56
1fedcb0e-e670-44a8-b9db-1a4876006143,Ransomware Attack,Wi Servers,Figure event art visit candidate note nothing. Beautiful there else too. Wall learn alone notice draw smile wide.,2022-08-11 18:26:00
0243ed5c-9fbb-45dc-9765-7fa04fa06c53,Data Breach,Network Appliances,Cultural human large religious set chair simply draw. Future assume mind old.,2020-02-06 22:31:51
d17fc187-278a-46fa-b5da-ea1dc7feaf22,Ransomware Attack,Network Appliances,Myself success door story born spring feel same. Him social concern kid.,2022-10-14 07:27:43
41ad5247-e477-402d-a058-e56dd412fcd7,Phishing Incident,Network Appliances,Bag resource save name. Specific say attorney set chair need property thus. Tell little social fall last sea look. Here southern those those my study almost.,2021-02-28 07:31:18
86cac996-546d-47ba-96c1-4a9f882cb1f8,Phishing Incident,Network Appliances,Would down mind whose. Bed someone season national perform perform.,2021-05-30 10:54:39
05757001-b973-474b-9607-189add27dea8,Data Breach,Wi Servers,Traditional chance will water. Give figure within too son kind.,2020-07-10 02:00:24
37c16d58-1a2e-4a21-b2bd-097a9aa32edd,Ransomware Attack,Network Appliances,All open ten responsibility fine painting whatever space. Majority doctor effect national small.,2022-06-17 22:17:28
0a6f49ad-4797-4b3b-9ff3-41bd56038c9a,Ransomware Attack,Network Appliances,Agent ever appear notice never season growth none. View go six player man player energy.,2021-07-21 15:35:59
929011bd-783f-4b8d-a64e-c27786918ff0,Ransomware Attack,Network Appliances,Oil forget speech skin. Evidence large whatever though only gun sense. Or explain economy.,2022-03-14 03:32:55
ccc22455-ae40-4078-ac3c-b02c2f40a112,Ransomware Attack,Network Appliances,Claim somebody popular expect big pretty choose. Contain garden down hundred cost responsibility.,2022-03-25 03:48:48
aaa44ea5-2563-4158-976b-d339047dd7b9,Data Breach,Li Workstations,Likely specific final water beautiful. Could design kid consider economy address.,2021-01-31 14:05:16
5bf51af4-0486-40ba-a666-c0158c280323,Data Breach,Wi Servers,Type audience either trade structure top yard. Career dark which education window couple.,2021-11-08 21:20:01
982c19b8-c97d-4355-ae66-593e884fedd9,Phishing Incident,Wi Servers,Goal study follow these program certain. Look item resource there at president career.,2020-01-26 19:27:22
c737284a-a434-4797-9410-8a3aad937db6,Phishing Incident,Wi Servers,Quickly just approach site at. Positive effort there today.,2020-10-09 07:36:53
071bb3cb-a950-423b-9208-6991f5784d92,Ransomware Attack,Wi Servers,Mind indicate price democratic trade before type. Off issue involve still.,2021-02-10 22:42:15
0fa36e57-5b1b-4de2-8fbc-38ce7135cf4b,Data Breach,Li Workstations,Pull hope particular information large.,2022-12-30 17:46:58
0aa24d75-287b-42f6-a7fa-4a1b373e5644,Phishing Incident,Network Appliances,Simple statement cut to mind. Draw capital together her hair radio.,2022-07-08 16:27:45
fa7f9b90-a690-4b47-a276-af44491e90df,Ransomware Attack,Li Workstations,Become perform political science court cultural arm character. Service off modern.,2023-06-18 16:41:28
2cbd8370-c143-4e0b-9489-a6bd77986635,Data Breach,Network Appliances,Catch key newspaper true church level. Side thing radio threat guy.,2021-10-19 00:33:28
646e1e27-66e0-4f18-b8b5-05926898a833,Data Breach,Li Workstations,Interest agency public. Bill door thousand summer tonight for. Education suddenly morning too number expert.,2023-03-29 17:27:20
b32c6bca-5192-400b-870c-49d87b6467dc,Ransomware Attack,Network Appliances,Join participant plant. Clear heart address candidate fill. Create low common statement.,2022-07-04 18:01:30
709a9331-5a6f-4ea9-8da4-ea73dacd6ffb,Data Breach,Network Appliances,Theory health when shoulder every institution structure. Serve trouble share pressure.,2020-09-27 09:08:16
453526aa-0536-44ce-86a8-12cfb4a0e53f,Ransomware Attack,Network Appliances,Return behind address series gas now. Popular food measure institution direction since.,2020-06-13 11:04:28
6d780816-72d2-42b9-8a99-4003a6fc3451,Data Breach,Li Workstations,Leave occur herself fund see site believe. Black anyone economic foot. Gun at include bed.,2020-10-19 16:08:24
dee09851-0091-40e8-979a-1b17c5c4324e,Ransomware Attack,Wi Servers,There too scientist per without find. Fly history wife lay song.,2023-01-20 00:57:17
cafd845c-e775-4ae0-a039-fb7f248c8214,Ransomware Attack,Network Appliances,Smile fund main base throw thank thousand. Know reason door forward wall six manage.,2020-09-17 20:20:09
8e29e602-0543-4e42-8a64-81fe23b69a2d,Data Breach,Network Appliances,Occur thousand somebody movement series. Leave individual size part since feel.,2020-10-08 05:34:07
1a46ed5e-002c-4406-9907-0a5df024bcc6,Ransomware Attack,Network Appliances,Wish executive answer although peace imagine. Raise for bed happen economy never return. Republican society body on difficult.,2020-02-17 17:40:22
79de3500-c084-46e5-adad-7236d0b14a7b,Phishing Incident,Li Workstations,Would similar find piece however blue minute. Article option memory scene military. Book cost hope product sit.,2023-08-12 11:11:21
e43c61c6-243a-4e0d-8d32-78f37ebb47cf,Phishing Incident,Wi Servers,Drive heart kind determine so management.,2023-06-17 18:14:16
47a6940c-5a26-4594-90a9-dc38393198ba,Phishing Incident,Network Appliances,Born measure understand agency herself develop necessary.,2023-10-20 13:11:33
baac6697-89bd-454d-b084-dce3d6a822ad,Phishing Incident,Li Workstations,Talk popular professor work newspaper office point develop. Maybe see simple million defense house nice board.,2023-08-21 11:03:26
be7566d7-4752-4207-9513-608863de9292,Data Breach,Li Workstations,Hot wish edge. Where argue plant thank piece realize. Soon us yet choose executive.,2021-02-15 23:57:50
d312dc6f-d5cf-4ae5-b95e-abbc2c71c388,Ransomware Attack,Network Appliances,Power writer over bad none able wonder. She better either floor Mrs. To popular important success newspaper act. Each mother concern together.,2023-04-18 16:06:13
