,Transportation_Method,Storage_Facility_Type,Distribution_Network_Type,Food_Waste_Metrics,Crop_Type,Soil_Texture,Soil_Health_Index,Supply_Chain_Sustainability_Index
268,Rail,Cold Storage,Global,1.5924031945085098,Maize,Silty clay loam,31.338844543661125,4.299055478843412
269,Truck,Dry Storage,Global,3.9852552502763072,Beans,Silt loam,98.98635498320058,7.55983263787447
270,Truck,Dry Storage,Global,1.0334188166885543, Millet,Clay loam,55.69810371383747,4.844404370347069
271,Rail,Dry Storage,Regional,1.6743961937361473, Millet,Loam,84.50040308532868,1.223509667320129
272,Truck,Cold Storage,Local,3.3231873194139028,Maize,Silty clay loam,52.79525445312173,1.5938281280459186
273,Rail,Dry Storage,Global,3.8575502481491695, Millet,Sandy clay,63.25117298953932,6.837736322244598
274,Truck,Cold Storage,Local,4.6665724107756645,Beans,Sandy clay loam,57.19245498276976,9.683781394647697
275,Truck,Dry Storage,Global,3.8219866077384954,Beans,Loamy sand,53.977746065672534,5.96677272251049
276,Ship,Dry Storage,Global,3.687117081019464,Rice,Sandy loam,31.529596404544513,5.560820362213922
277,Ship,Dry Storage,Local,2.5773645854026572,Wheat,Loamy sand,55.20146564981525,3.8649269175064056
278,Truck,Dry Storage,Local,1.0051377021072057, Millet,Silt loam,92.26429932796711,3.3102160647945684
279,Truck,Dry Storage,Local,1.4806370349424878,Beans,Loamy sand,78.32753370155785,1.1888648358065623
280,Ship,Cold Storage,Regional,3.1382181790241566,Wheat,Silt loam,40.17960013668079,3.4565938087642403
281,Ship,Dry Storage,Global,3.7005195433776787,Wheat,Silty clay loam,71.38085032359174,5.041993967787272
282,Ship,Cold Storage,Regional,2.66979313558585,Rice,Loamy sand,92.45616019642101,2.7815480474405514
283,Rail,Cold Storage,Local,3.922716046113561,Wheat,Silty clay loam,79.00238286753988,1.786131896332863
284,Truck,Cold Storage,Global,3.087449181328715,Wheat,Sandy clay loam,40.40790746496877,7.459550805291423
285,Ship,Cold Storage,Regional,1.2967047823772488,Maize,Sandy clay loam,90.74827477141477,9.051582421612604
286,Truck,Cold Storage,Global,1.7680650038717953,Rice,Silt loam,51.10808093022058,9.43094862718377
287,Rail,Dry Storage,Regional,4.359992892975772,Rice,Clay loam,61.78533010186392,6.561988556472904
288,Rail,Dry Storage,Local,3.899650986497758, Millet,Sandy clay loam,66.82999317824024,1.4749712433935362
289,Ship,Dry Storage,Regional,4.57904794804998,Wheat,Silt,89.53546230647368,7.667763669655961
290,Rail,Dry Storage,Global,1.4702289964837463, Millet,Loamy sand,95.21252466033627,1.9908577473569773
291,Truck,Cold Storage,Global,4.960890138460296,Beans,Silt,95.07570144533892,7.027733059190416
292,Ship,Dry Storage,Global,1.8376268557997344,Wheat,Loamy sand,30.556792689497843,8.014292521730882
293,Truck,Dry Storage,Global,1.047119505146568,Beans,Sand,94.53219399098201,7.532782397438255
294,Truck,Cold Storage,Local,4.989691756214217,Maize,Silty clay loam,33.80708762011006,9.566954251850175
295,Rail,Cold Storage,Regional,2.1242955417804525,Wheat,Silt loam,48.60415597722047,7.643316560206507
296,Rail,Dry Storage,Local,3.6720778100502396, Millet,Sandy clay,66.0491498309483,7.238888001836276
297,Rail,Dry Storage,Local,1.7067292567052208, Millet,Sandy clay,63.59479823030758,3.3556885496479216
298,Rail,Cold Storage,Local,3.320914128796567,Wheat,Loam,72.32968557211744,9.322918177923116
299,Rail,Dry Storage,Global,4.616139945818237, Millet,Clayey,63.56123601159041,2.615894837147502
300,Ship,Dry Storage,Global,2.2807246697137544,Wheat,Silty clay,95.40629757482945,9.144069503258137
301,Truck,Dry Storage,Global,3.681015904177437,Rice,Clay loam,46.83841937502109,3.8139628901131934
302,Truck,Dry Storage,Regional,1.751614355193666, Millet,Silt loam,49.18172858269401,2.1714723448990187
303,Truck,Cold Storage,Global,3.499181594874901,Wheat,Sandy clay loam,94.45165549851393,8.440147245440537
304,Truck,Cold Storage,Regional,2.3458014072700406,Wheat,Sandy loam,35.371765962167935,1.0224590824074622
305,Rail,Cold Storage,Global,1.8448330343518067, Millet,Clay loam,72.66925753333669,8.488794859127477
306,Truck,Dry Storage,Global,2.2527282028145406,Rice,Clay loam,77.72151664459275,3.3608065784137833
307,Ship,Dry Storage,Local,1.7153642740311974, Millet,Sandy loam,65.38792064008176,8.962491454800592
308,Ship,Dry Storage,Local,4.607664431351531,Wheat,Silty clay loam,78.5962315176196,7.223312640174212
309,Truck,Dry Storage,Local,2.5887475452685154,Rice,Clay loam,42.09282522083769,6.99564999565531
310,Truck,Dry Storage,Regional,1.9811172198974694,Beans,Sand,89.68425629400778,4.28787606848359
311,Ship,Cold Storage,Regional,2.7936313640637316,Maize,Clay loam,39.80179826289199,1.534626765016939
312,Ship,Dry Storage,Global,2.282144667225982, Millet,Clayey,58.05687110210248,8.470657883850196
313,Rail,Dry Storage,Regional,3.977677015253304,Wheat,Silty clay,35.268032091574405,2.538134156588752
314,Ship,Cold Storage,Global,4.884879647541977,Rice,Loam,68.164775517218,4.35032777705277
315,Rail,Dry Storage,Regional,2.7521346267905873,Rice,Silt,76.88220651979475,6.403192169581736
316,Rail,Cold Storage,Regional,4.4441335998889615,Beans,Sandy clay,95.88551445667034,5.340283647045595
317,Rail,Cold Storage,Regional,3.263452294238478, Millet,Silty clay loam,81.75353371272007,2.7879457165418624
318,Rail,Cold Storage,Local,1.628942660376934,Rice,Silt loam,67.87720415179058,2.265547211940555
319,Rail,Cold Storage,Regional,3.7624909683253662,Beans,Sandy clay loam,95.28319120192336,2.1092164502526156
320,Truck,Cold Storage,Local,3.0537379885032805,Wheat,Sand,63.49057866286136,8.767070933492809
321,Ship,Dry Storage,Local,3.6024260930084138,Beans,Silty clay loam,69.28439571692086,1.2840359415520026
322,Rail,Cold Storage,Regional,4.55874965028666, Millet,Silt,71.72689693690671,9.793128336399048
323,Ship,Cold Storage,Global,2.7617382826241843,Beans,Silty clay,58.698580812059674,2.786758213468727
324,Ship,Dry Storage,Global,4.6047104928694225,Rice,Loam,88.69378833960769,1.9929006719117033
325,Rail,Dry Storage,Global,4.002676057126619,Rice,Silt,42.962315719154134,6.192744892991156
326,Truck,Cold Storage,Regional,2.954419703511939,Maize,Silt loam,68.83895332601256,1.7198736214662698
327,Rail,Dry Storage,Global,3.4128885426318547,Beans,Sandy loam,80.55632793310357,6.422079368472354
328,Truck,Dry Storage,Local,2.3023245300760458,Wheat,Sandy clay loam,93.2783320313604,8.655639803322519
329,Ship,Cold Storage,Global,4.934389198955097, Millet,Sandy loam,91.87428775039949,1.4310821932068234
330,Truck,Cold Storage,Regional,3.669404652201584,Maize,Loamy sand,65.61182026010994,8.198817440756898
331,Truck,Dry Storage,Global,1.1753874099865196,Beans,Loam,75.02130158143392,4.550296968839068
332,Truck,Cold Storage,Local,2.306487622992035,Wheat,Sandy clay loam,57.59664152905107,2.43541570448089
333,Ship,Cold Storage,Regional,3.49325773503623,Maize,Silt loam,62.77244340161402,2.5848683224071314
334,Ship,Dry Storage,Global,1.2253331111969592,Rice,Silty clay loam,93.43860548011347,9.268880893248037
335,Truck,Cold Storage,Regional,1.095536765276571, Millet,Sandy clay,95.14927952347318,1.9954517674659802
336,Truck,Cold Storage,Regional,2.8000969581112103,Beans,Sandy clay loam,92.67898406469138,8.801045084040913
337,Rail,Cold Storage,Regional,2.33076071877068,Wheat,Clayey,39.68596032695468,5.898201588852531
338,Truck,Cold Storage,Global,2.7531944321326636,Rice,Silty clay loam,89.50588149314453,1.3515056093479516
339,Rail,Cold Storage,Regional,2.0507732395200207,Maize,Silty clay loam,96.38546117150362,5.1802853114560445
340,Truck,Dry Storage,Global,1.6588709877719237, Millet,Clayey,55.28747862015233,8.357045630286706
341,Rail,Dry Storage,Local,3.7565734279213507,Maize,Loamy sand,66.30524025951685,7.535825088751904
342,Ship,Cold Storage,Global,3.058284465071202,Maize,Sand,84.53666790690971,5.39904175916246
343,Truck,Dry Storage,Local,1.8006168449974673,Wheat,Silty clay,69.34546962959541,8.740448917265955
344,Truck,Cold Storage,Global,2.2783577050399932,Rice,Loam,99.54384651943747,2.083282856022067
345,Truck,Cold Storage,Regional,3.3672316306533037,Beans,Loam,61.89993556097799,9.18946948053132
346,Truck,Cold Storage,Global,1.2889173930899114,Wheat,Loamy sand,79.97598978451643,8.617970876350139
347,Rail,Cold Storage,Regional,1.5898120370647182, Millet,Sandy loam,85.4813798137581,7.374491430915125
348,Truck,Cold Storage,Local,1.2929824164295605,Maize,Sandy loam,64.58702910309077,8.360989679158743
349,Ship,Dry Storage,Global,4.2492693308564755, Millet,Silt loam,89.98886639979631,5.894339561583994
350,Ship,Dry Storage,Regional,4.0096369328480375,Wheat,Sand,68.23082138450374,7.076461861879002
351,Truck,Cold Storage,Local,4.013251727517028,Wheat,Silty clay loam,58.815555776114195,6.04538263637001
352,Ship,Dry Storage,Local,3.865301373904112,Beans,Clay loam,37.547657169636295,4.198856774571544
353,Truck,Cold Storage,Global,3.677541694679477,Maize,Clay loam,57.538950344529695,6.119747176250598
354,Truck,Dry Storage,Local,2.9079676615127,Wheat,Sandy loam,81.37555183132989,3.3171879927873316
355,Ship,Cold Storage,Regional,3.56911265402846, Millet,Loamy sand,94.49004881760752,4.962512537567068
356,Truck,Dry Storage,Local,1.1534462191518986,Beans,Sand,47.61755827022172,3.5269786653421886
357,Ship,Cold Storage,Local,3.4858576906271383, Millet,Clayey,54.86648621313518,2.105990105152501
358,Rail,Cold Storage,Regional,4.111510822147508,Maize,Silt,40.77726958730983,3.8967567075091556
359,Truck,Dry Storage,Local,3.0014334415375608,Beans,Sandy clay,78.35060259602781,8.667884963662935
360,Rail,Dry Storage,Local,2.4300533137089477,Beans,Sand,97.21319010069477,4.429726935780751
361,Ship,Cold Storage,Local,2.1097069392039165,Beans,Silty clay,74.86665538937228,7.732032840719821
362,Rail,Dry Storage,Local,3.57120820064833,Rice,Silt loam,73.19535710043584,2.5767806881434514
363,Rail,Cold Storage,Regional,3.771204794519635,Beans,Silty clay loam,68.74429513503037,4.819772432508774
364,Ship,Dry Storage,Local,4.48387039945017, Millet,Silty clay,36.19190184798756,2.033704624016589
365,Rail,Dry Storage,Regional,2.369336329843963, Millet,Silty clay loam,81.06526785005686,2.247589570307407
366,Rail,Cold Storage,Local,4.079089229542342,Maize,Clayey,72.14346804845457,6.556927419010623
367,Ship,Dry Storage,Local,3.2454232967573517,Wheat,Loam,76.30337381994009,6.4673363570411
368,Rail,Dry Storage,Local,4.531345962712317,Wheat,Sandy clay loam,92.91677651191951,2.92034716619376
369,Ship,Cold Storage,Local,3.111248433182483,Rice,Silty clay,84.87725509427125,5.269808748599187
370,Rail,Dry Storage,Regional,3.070519313591869,Beans,Sandy clay loam,84.66406765081683,8.76975550280153
371,Ship,Cold Storage,Regional,3.3115083257636364,Rice,Loam,94.90286382155433,2.5678135780883458
372,Ship,Cold Storage,Regional,3.9972614205697377,Maize,Silt loam,99.29544660240997,1.1728947976616335
373,Rail,Cold Storage,Global,4.858761915313844,Maize,Silty clay,70.68979123727416,6.867956265972151
374,Rail,Cold Storage,Local,1.2942534168630626,Wheat,Silty clay loam,37.6217131221816,1.481483872798165
375,Rail,Cold Storage,Local,1.2137384095640686,Maize,Sandy clay loam,62.13909354428055,9.819462147152013
376,Truck,Dry Storage,Regional,4.750201349629354,Beans,Sandy clay loam,85.1320802523151,6.486582554189929
377,Truck,Cold Storage,Global,3.1195025020728244, Millet,Sandy clay,31.940772733329442,5.23356717559575
378,Truck,Cold Storage,Local,3.4596120582677443,Maize,Sandy clay loam,33.982120684930436,4.869932860218761
379,Ship,Dry Storage,Regional,2.9296944063789154,Rice,Silty clay loam,34.701044766797494,6.157635926652382
380,Rail,Dry Storage,Local,1.374629810429898,Beans,Silt loam,81.17250308298176,1.8156199304819343
381,Ship,Dry Storage,Local,4.072357513674666,Maize,Silt,65.08166399942205,9.370171529375462
382,Truck,Cold Storage,Regional,3.9888985803543475,Maize,Sandy loam,55.82285604644155,6.6307786169669
383,Rail,Cold Storage,Regional,2.246813285971248,Beans,Sand,37.39319316832152,2.655806478498179
384,Ship,Cold Storage,Local,2.2249569809136016,Maize,Silty clay,81.25681751441223,6.063229483881965
385,Rail,Dry Storage,Local,4.351365523622074, Millet,Clayey,52.47138673856298,2.1993085524971048
386,Ship,Cold Storage,Regional,1.2894290309653065,Wheat,Loamy sand,48.5726849045267,1.157974458024809
387,Rail,Dry Storage,Local,4.524420593426264,Beans,Clay loam,75.66234410874856,6.674652866925982
388,Truck,Cold Storage,Local,2.0266467595836577,Rice,Sand,69.13076248177893,6.83635007683115
389,Truck,Dry Storage,Regional,3.3719389910219757,Maize,Sandy clay,55.368744926931114,6.25326924523074
390,Rail,Cold Storage,Local,4.743976716007111,Wheat,Sandy clay loam,74.90412295639118,2.6513488392402076
391,Ship,Cold Storage,Local,3.7124900061465858,Rice,Silt loam,48.98550642688827,6.430868726452903
392,Truck,Cold Storage,Global,2.6577192498681463,Rice,Silt,85.63811831230288,1.5085984683206783
393,Truck,Dry Storage,Regional,3.7581368356216607, Millet,Clay loam,46.052326521535775,6.483145200147301
394,Truck,Dry Storage,Global,2.3759185452654807,Wheat,Loam,41.1186386767411,5.986153171968569
395,Rail,Cold Storage,Global,2.1090336653967445,Beans,Silt,84.77075866492125,6.897293477551896
396,Rail,Cold Storage,Global,4.986733111738719,Wheat,Silty clay,79.55244214885532,9.059280451771544
397,Ship,Cold Storage,Local,4.00316092471915,Wheat,Sandy loam,42.78472829912589,8.653222947155829
398,Ship,Dry Storage,Local,3.5788799095272705,Rice,Sandy clay loam,38.13720268829566,9.825887724062849
399,Ship,Cold Storage,Global,2.421158572877275, Millet,Loamy sand,88.68793619406844,9.786169296429176
400,Rail,Cold Storage,Global,1.1966433166201926, Millet,Clayey,84.36189375376816,7.9508772403637735
401,Rail,Cold Storage,Global,1.1242275041406224,Wheat,Clay loam,52.908016158976494,9.607776599599552
402,Ship,Cold Storage,Local,3.2167250217951953,Wheat,Sandy clay loam,76.07381857493567,8.805554973002007
403,Ship,Dry Storage,Global,4.048130884156205,Maize,Clayey,38.691213058346754,7.548242049054756
404,Rail,Dry Storage,Global,3.1495167617754203,Rice,Clayey,65.49333613333746,1.6784582917937967
405,Ship,Cold Storage,Regional,4.363140287756458,Beans,Clay loam,31.311120444229392,1.4414489944289899
406,Truck,Cold Storage,Regional,1.1337061323728865,Beans,Loamy sand,57.41213166450888,8.538396107551932
407,Rail,Dry Storage,Local,2.4670083057037604, Millet,Sandy loam,35.23899750299836,5.4069027208452844
408,Ship,Dry Storage,Regional,1.9482815646967122,Rice,Clayey,63.260302610981775,8.331460159374288
409,Rail,Cold Storage,Regional,2.789091872628488, Millet,Loam,59.5177152797026,3.8162644358969744
410,Truck,Dry Storage,Regional,1.28950557277649,Beans,Clayey,61.10695186466392,4.5788487249071155
411,Rail,Dry Storage,Local,4.81652656628429,Wheat,Silty clay loam,33.17319114335959,7.301680489107387
412,Rail,Cold Storage,Regional,1.8930216042774437,Rice,Clayey,55.313143889728266,9.237940632388838
413,Rail,Dry Storage,Local,4.68923110193434,Rice,Clayey,82.95386943699415,1.7898532703099734
414,Rail,Dry Storage,Global,2.703572620146727,Maize,Silt loam,55.824006134753404,8.753303301711457
415,Truck,Cold Storage,Regional,4.942096533020872,Wheat,Silt,80.06203668267065,8.137114523914288
416,Rail,Cold Storage,Local,3.216233533840843,Wheat,Sand,55.86351065436133,3.839853436568692
417,Rail,Dry Storage,Regional,4.72333145670323, Millet,Loam,59.62676090431305,4.196949527184036
418,Ship,Cold Storage,Global,1.0213959547768914,Rice,Loam,69.47244789804863,1.4181532949971867
419,Rail,Dry Storage,Local,3.9929552247236004, Millet,Sandy clay,96.54773557649577,1.1416655000504619
420,Ship,Cold Storage,Local,4.612202612410062,Wheat,Clay loam,37.620231265265865,5.293055137219562
421,Truck,Dry Storage,Local,1.5588822679158163,Maize,Clay loam,32.303963806282155,1.8598568094757948
422,Truck,Cold Storage,Global,1.384503406928606,Rice,Sandy clay,72.55700286670316,2.7460163297369173
423,Truck,Dry Storage,Global,2.6982904287438223,Wheat,Silt,96.43679622498985,8.620904795739971
424,Truck,Dry Storage,Global,4.7347156245317406,Maize,Clay loam,99.28061927883005,6.139255521254072
425,Ship,Dry Storage,Local,3.169546240761755,Beans,Silty clay loam,63.89149731744013,6.702691935395021
426,Rail,Cold Storage,Global,3.1098258548869286,Wheat,Silt loam,62.76571347595689,2.68731397748728
427,Truck,Cold Storage,Regional,1.5645044731972875,Beans,Sand,75.14746395216373,8.457956240089775
428,Rail,Dry Storage,Global,1.0031580443728751, Millet,Sand,68.89443300434789,8.811817951957728
429,Ship,Dry Storage,Local,4.240560362981845,Beans,Loamy sand,74.38616403298826,5.70994834341739
430,Ship,Cold Storage,Regional,1.350298251944953,Wheat,Loamy sand,91.17995978765259,9.213019946907938
431,Ship,Cold Storage,Global,3.535399274941296,Beans,Silt loam,82.24143186413265,8.603457624591236
432,Truck,Cold Storage,Regional,4.658465818060765,Rice,Sandy clay loam,64.78141741807569,7.581917590069942
433,Rail,Cold Storage,Regional,1.834607652633724,Wheat,Sandy clay loam,62.33051213001187,7.606683241242657
434,Rail,Cold Storage,Local,3.661091344947643,Maize,Loam,74.77212239591813,1.9485412655577696
435,Rail,Cold Storage,Regional,1.3147943068300378,Beans,Loam,61.89943990942082,3.437524339260992
436,Ship,Dry Storage,Regional,3.415020575350452,Rice,Silty clay,62.04455458859479,1.6016249783590846
437,Truck,Cold Storage,Local,1.655726883812811, Millet,Sandy clay,31.141413125055337,1.078130883036778
438,Ship,Dry Storage,Local,3.943814242060712, Millet,Sandy loam,42.18448961851159,2.4247857824551913
439,Ship,Cold Storage,Local,2.204925179175633,Beans,Silty clay,64.19595479970272,8.92438464382246
440,Rail,Cold Storage,Regional,2.853564035218585, Millet,Loamy sand,87.58574213352584,3.1588665313244637
441,Ship,Dry Storage,Regional,3.3977221681104868,Maize,Sandy loam,49.51089047089869,9.731385663325495
442,Rail,Dry Storage,Regional,1.6850936426649583,Wheat,Clay loam,66.58504031918042,6.375618996050855
443,Truck,Cold Storage,Local,3.9665512744704836,Rice,Sand,54.147345933146255,3.1353263887122136
444,Rail,Dry Storage,Global,2.210561362547258,Beans,Loam,37.33627926777123,5.474177231357915
445,Truck,Dry Storage,Regional,3.649487439651014, Millet,Sandy clay loam,97.08089381499104,2.9718534043010383
446,Rail,Dry Storage,Global,1.6331322027974946,Wheat,Silt loam,89.82717091752113,9.855762023641365
447,Ship,Dry Storage,Local,3.752470636825401,Maize,Loamy sand,35.49446971268345,8.625384855144674
448,Ship,Cold Storage,Regional,1.512752291241847, Millet,Sand,80.38510837277992,1.2361490990409618
