,Sensor_Type,Satellite_Imagery_Index,IoT_Device_Type,Crop_Type,Crop_Rotation_Practice,Average_Temperature_Celsius,Rainfall_mm,Soil_PH,Yield_Monitoring
239,Nutrient,LAI,Soil Sensor,Cotton,Yes,10.052643111591763,77.14595959670035,5.67442074268766,4.089071574707964
240,Moisture,LAI,Drone,Corn,Yes,19.018073061862964,169.58885384721611,4.177181723987969,8.35010865348331
241,Moisture,NDVI,Soil Sensor,Cotton,No,17.04865463077683,118.54705394420073,6.356240614101165,9.70349862905479
242,Nutrient,NDVI,Drone,Corn,No,21.09819667650818,99.24084403372268,6.198737023412945,5.147931490236653
243,Temperature,EVI,Weather Station,Soybean,No,13.760821851775715,73.73588940113203,4.312417216083651,8.423526494383822
244,Moisture,EVI,Drone,Cotton,No,27.193310953329505,75.14213842199442,7.772652209841757,7.297252308616286
245,Nutrient,LAI,Soil Sensor,Soybean,No,15.155104312562193,149.28358320513505,4.3975311158034405,9.706473888973239
246,Nutrient,LAI,Weather Station,Soybean,No,14.528592101752999,132.5645581920681,7.419336604949344,8.299976629085423
247,Nutrient,LAI,Drone,Soybean,Yes,19.614281129687118,68.31281324768491,4.001238927660024,1.6973025936735748
248,Temperature,EVI,Weather Station,Soybean,No,19.977020474885485,66.90467906574878,7.529124380181532,7.419535501440126
249,Nutrient,NDVI,Weather Station,Soybean,No,14.301704575701857,60.84658621591872,4.07887892881725,5.8194974388013625
250,Nutrient,NDVI,Soil Sensor,Cotton,No,15.437214534518315,161.56510210603162,7.031248127568464,1.1479245213909444
251,Nutrient,LAI,Weather Station,Corn,Yes,13.394104783104899,156.78231278439338,5.446763245201012,3.261816628528993
252,Nutrient,LAI,Soil Sensor,Cotton,No,24.369203566463334,58.76464862818627,6.952867200545279,9.295797205242037
253,Moisture,LAI,Weather Station,Cotton,No,25.40178062508164,134.04051133954596,5.6069808216999135,9.334552355080776
254,Moisture,LAI,Drone,Cotton,Yes,19.246569949185652,62.70142328640348,4.2836316893273665,8.189654141805711
255,Nutrient,EVI,Weather Station,Cotton,No,24.28174045370035,185.56186559134125,7.070026781581456,9.836016429501905
256,Temperature,NDVI,Drone,Corn,Yes,24.718707838748912,186.06761287701985,4.2850107412854594,8.258907021617844
257,Moisture,LAI,Drone,Cotton,Yes,12.765510553556172,154.73494847196952,7.688481743844871,1.0918376855672067
258,Nutrient,EVI,Weather Station,Soybean,No,29.323560496690735,188.9283382159175,4.203896143166645,3.590509062713606
259,Moisture,LAI,Drone,Cotton,No,26.42063894192862,171.7179545620536,5.917301111086061,1.2756176401398658
260,Moisture,LAI,Weather Station,Cotton,Yes,14.08966922391647,174.28078638905743,6.892137723403183,1.846971718638035
261,Temperature,NDVI,Weather Station,Corn,No,13.723300714921404,135.45617758548997,5.572985859168151,2.9695673525569846
262,Nutrient,LAI,Drone,Corn,No,12.513222911591654,95.90887973242639,4.868933898369739,5.532026916929702
263,Nutrient,NDVI,Drone,Soybean,Yes,12.767571250838367,82.66986726746325,7.036363845584108,8.62778803115816
264,Temperature,NDVI,Soil Sensor,Cotton,Yes,24.963235980573923,99.08000330583937,7.137178819154906,8.757700805413972
265,Temperature,NDVI,Drone,Cotton,No,19.393085139032472,144.27431451335931,7.690779935817469,6.545816727015668
266,Nutrient,EVI,Soil Sensor,Cotton,Yes,25.658683454797345,75.89848037485984,5.504660441724311,9.353583451596116
267,Nutrient,EVI,Drone,Soybean,No,24.925097887004107,88.79603549559823,6.025006937989307,5.500560939311873
268,Temperature,NDVI,Weather Station,Corn,No,22.092254270104434,120.20912941931967,5.452513771384288,9.001324397198815
269,Moisture,LAI,Drone,Soybean,No,23.72733213157359,84.95751477869234,5.028327287405473,5.086587306988109
270,Moisture,NDVI,Weather Station,Cotton,No,10.367114487582835,138.29655045740924,7.004131846150434,3.4950250667969405
271,Temperature,LAI,Weather Station,Corn,Yes,16.23555293610044,188.47640426844947,5.358607380067822,9.247716262903849
272,Moisture,NDVI,Weather Station,Corn,No,22.756443585188205,162.21340485546898,5.712597767969408,4.491415681109824
273,Temperature,LAI,Soil Sensor,Soybean,Yes,10.186899069724884,149.96399212233695,5.614694630496111,5.530636979600155
274,Moisture,EVI,Drone,Corn,No,10.659538873651869,137.40822139756682,6.850644902586984,3.959745692776095
275,Moisture,LAI,Weather Station,Corn,No,27.037759649407665,123.19218638855973,7.671182504442719,6.965538402616568
276,Nutrient,NDVI,Weather Station,Cotton,Yes,23.680497233841436,77.98457894519896,6.667024245229509,9.955281025054319
277,Nutrient,EVI,Soil Sensor,Cotton,No,15.307394662406878,184.20656831402982,5.88633038437693,1.2296219397829269
278,Moisture,LAI,Drone,Corn,Yes,23.759256802374182,87.28040030192545,7.116820458955534,9.098632054063913
279,Moisture,LAI,Drone,Corn,Yes,25.849133382785265,63.69633163672411,6.56388529648855,1.0353345129033886
280,Nutrient,LAI,Soil Sensor,Soybean,No,16.135885662202025,162.50227688430428,4.242441428471254,4.278050930315899
281,Nutrient,LAI,Soil Sensor,Soybean,No,10.720747549983749,76.34233014967495,4.382654345675366,2.5174612566056287
282,Nutrient,LAI,Drone,Corn,No,28.65558249375469,105.78439993117641,4.151667776294533,7.816076026052961
283,Temperature,EVI,Soil Sensor,Cotton,No,16.90359676591261,54.24273924364696,5.827265304825279,1.4554975668145613
284,Moisture,EVI,Drone,Corn,Yes,12.129635265694127,70.56019138106721,7.303413737355859,5.981364582258951
285,Nutrient,EVI,Drone,Corn,No,19.83713742786295,75.98054461398681,5.252332677405408,3.654335204607814
286,Moisture,EVI,Weather Station,Cotton,No,25.369355913282675,58.161519162526695,5.536640732369927,2.203032239782319
287,Temperature,NDVI,Weather Station,Cotton,No,14.432946292351183,148.49854349342678,7.637908433471562,7.946363908923767
288,Temperature,EVI,Drone,Soybean,No,15.389801002667268,175.5511693704676,7.347613781266619,2.9567515082973106
289,Nutrient,LAI,Drone,Soybean,No,14.854299735971663,105.99731095489113,6.66019244953024,3.01307690849445
290,Temperature,LAI,Drone,Soybean,Yes,29.833461056633563,181.18647150773012,5.067215128369005,3.475691066241307
291,Moisture,EVI,Drone,Soybean,No,13.94807467461085,82.00198618401897,4.4681659307537736,6.2809008744522465
292,Nutrient,LAI,Drone,Cotton,Yes,21.51040433932248,98.80856353418592,4.064235290720455,6.936993385216734
293,Moisture,EVI,Drone,Corn,No,28.505292833139286,72.61054895467527,4.4280426904176835,1.1584227133121048
294,Moisture,LAI,Soil Sensor,Soybean,No,12.937931377555586,143.08387931284977,5.170385774495771,3.176826725024113
295,Temperature,NDVI,Drone,Soybean,No,29.417083957354006,112.98043863054602,6.207160254317983,4.878737582547545
296,Temperature,NDVI,Soil Sensor,Cotton,Yes,28.949544687912493,141.9925020262848,4.256000331009547,3.987792569451098
297,Temperature,EVI,Soil Sensor,Cotton,No,27.69143974116525,164.25123580912754,4.5449111132737965,8.957535926597973
298,Temperature,EVI,Drone,Corn,Yes,14.291130426600045,131.85545240494227,4.724322809231764,8.089378577977769
299,Temperature,EVI,Drone,Corn,Yes,22.681101120219665,144.14455323526818,6.527928371933225,6.633011939849448
300,Nutrient,LAI,Soil Sensor,Cotton,No,25.217829459224802,190.28754715914994,6.463159195920498,4.042381743973358
301,Moisture,EVI,Soil Sensor,Soybean,Yes,29.720558563928595,94.85964644132648,6.203062905488611,7.306051103615438
302,Moisture,NDVI,Drone,Soybean,No,13.608476441627408,103.87459079509297,5.0020056987837584,8.59274211561215
303,Moisture,LAI,Drone,Soybean,No,25.32051799038593,157.65550425640055,5.484478764874928,6.35347339623088
304,Moisture,EVI,Soil Sensor,Corn,Yes,16.776023398542257,141.695827558308,4.386758865350972,8.060153202040413
305,Temperature,LAI,Soil Sensor,Soybean,No,13.512529311360046,76.77993568095722,4.90584241503222,7.741944652597731
306,Moisture,LAI,Soil Sensor,Soybean,No,18.4275388242771,106.42209650157352,7.590820905890322,6.1456358004429
307,Nutrient,EVI,Weather Station,Cotton,Yes,25.876718242972327,120.17570196870724,7.918766985743314,3.8096489513935987
308,Nutrient,LAI,Soil Sensor,Soybean,Yes,19.296996074081044,112.9084756952584,6.590638342561179,7.712039422011446
309,Moisture,NDVI,Weather Station,Cotton,Yes,20.75046200406097,76.74122124830612,7.66729316809368,2.861167297218458
310,Moisture,NDVI,Drone,Soybean,Yes,29.903188204002426,188.66451376763933,6.5709676016057,8.015395118243804
311,Nutrient,LAI,Drone,Corn,Yes,17.98218599114852,164.34781425409636,4.1327859444218795,8.240920229282796
312,Nutrient,EVI,Soil Sensor,Soybean,Yes,22.308015094184796,122.20337481617784,7.987050339945636,8.399303916133357
313,Temperature,LAI,Drone,Soybean,No,17.304884032307438,152.0091542460255,4.39580920674614,5.256243738806118
314,Nutrient,NDVI,Drone,Cotton,Yes,17.8557129265741,184.59240082032827,6.730567205780243,2.732326909933795
315,Temperature,LAI,Drone,Cotton,Yes,23.912815068908163,70.42612135423568,5.011344812299161,1.8975124005946187
316,Temperature,LAI,Drone,Cotton,No,28.75773952189767,87.55595760604666,5.5679244516278406,7.690251254391318
317,Temperature,NDVI,Weather Station,Soybean,No,20.84717900984643,131.40518708849675,6.5837367392037525,8.976352460768318
318,Temperature,LAI,Weather Station,Soybean,Yes,25.367998578975595,169.8515557028538,5.745949397230828,6.85754522953216
319,Temperature,LAI,Soil Sensor,Corn,Yes,11.784131176339276,55.43823431622911,5.002184235724513,2.2974405434953264
320,Moisture,EVI,Soil Sensor,Soybean,No,14.22316074863854,197.60272252945407,5.3377847475132985,9.414068036658167
321,Nutrient,EVI,Soil Sensor,Corn,Yes,20.04263281839065,118.23599043235957,5.366192467692706,9.901918130853876
322,Temperature,NDVI,Drone,Cotton,Yes,10.400234472575496,103.88467109325845,7.837295618032854,4.900407489414297
323,Nutrient,NDVI,Drone,Cotton,No,15.057099575251176,93.90866567596578,7.194452063693804,6.353427603463941
324,Nutrient,NDVI,Weather Station,Cotton,Yes,20.34802579649932,76.15350614763074,5.8341950859176,7.99505668001492
325,Temperature,EVI,Weather Station,Corn,No,10.299223965126014,168.7360863395042,4.7992836813654565,7.627508110450402
326,Moisture,NDVI,Soil Sensor,Soybean,Yes,15.290925724520834,193.3121247119145,7.244064441050623,9.710084727401043
327,Temperature,NDVI,Weather Station,Cotton,No,20.28061638951739,112.04671322680973,4.628729886433494,2.0339478197091
328,Moisture,NDVI,Weather Station,Soybean,No,21.46298495962491,192.86310421301843,4.841848868568014,6.226523795285251
329,Nutrient,EVI,Weather Station,Soybean,No,28.515033861106108,173.56964231525512,5.4640535673606045,7.227382777057829
330,Moisture,LAI,Weather Station,Cotton,Yes,22.906912465012155,122.15766912144774,7.52139278340796,9.010885817689031
331,Moisture,NDVI,Weather Station,Corn,No,18.294716050599874,151.10392686891993,4.527146674536441,8.866986649463357
332,Moisture,LAI,Soil Sensor,Soybean,Yes,28.607023542661356,115.24762687556944,4.488936771418104,9.801998142051609
333,Nutrient,NDVI,Soil Sensor,Cotton,No,25.697659667755886,133.80851123188285,5.975899953221064,5.6087060854391115
334,Nutrient,LAI,Weather Station,Soybean,No,14.000178422254951,58.706950552775574,5.105642164374698,8.476847801319039
335,Moisture,EVI,Soil Sensor,Soybean,No,12.616847226976395,154.43952129507997,6.2749117665926395,4.84553537314595
336,Moisture,EVI,Drone,Soybean,Yes,23.51623271485466,57.92369667262051,5.806546738732894,4.80082490070429
337,Temperature,NDVI,Weather Station,Soybean,Yes,21.197663311539678,172.56274203794743,5.739836425404867,3.280135280255731
338,Moisture,LAI,Drone,Soybean,No,25.793472275855116,173.74203941908362,4.447891881947973,8.364135583173068
339,Temperature,EVI,Soil Sensor,Corn,Yes,24.77610100157373,85.56159313343218,4.564198760999361,9.87233595232164
340,Moisture,NDVI,Soil Sensor,Corn,Yes,22.5042306771503,98.54941715537004,7.2843143097874,3.307075555125321
341,Temperature,NDVI,Drone,Cotton,Yes,29.727643432577842,122.19655678374399,7.543530950286978,1.505184292189651
342,Nutrient,EVI,Soil Sensor,Corn,No,20.671794602208173,139.49943603987222,4.9387341315410005,8.339881936771066
343,Moisture,EVI,Weather Station,Corn,Yes,12.262115130034397,93.1030492612995,4.453842006099077,6.582070472812806
344,Moisture,NDVI,Drone,Corn,No,26.565471296319767,138.87296069478876,4.213666687738042,9.637289204959039
345,Moisture,LAI,Weather Station,Soybean,No,15.03706724691418,94.66806098439483,6.433190454967587,3.2701529716925704
346,Moisture,LAI,Drone,Soybean,No,25.546042962878367,58.323608160659106,6.861412850000822,1.6392489220115296
347,Temperature,LAI,Soil Sensor,Cotton,Yes,29.142141920001027,50.379132474786346,5.491239956812822,5.431980347798514
348,Moisture,NDVI,Drone,Cotton,No,23.935910279286823,65.17265868776428,6.718703469962558,1.7691942066863273
349,Nutrient,EVI,Drone,Cotton,Yes,21.92060321899602,168.83760502460274,6.8518352622381045,3.3561100099243673
350,Nutrient,NDVI,Weather Station,Soybean,Yes,19.20772351350081,194.21469685750057,7.741369125587621,2.1338007473725145
351,Moisture,EVI,Soil Sensor,Corn,No,17.288197319908065,114.04492989218289,4.259494551340429,3.0171896169407084
352,Nutrient,LAI,Weather Station,Corn,No,17.060095019436723,126.90259301749141,4.76916689292432,1.9553018753925266
353,Moisture,LAI,Soil Sensor,Soybean,No,22.72745411419181,72.02722536101392,4.2741039503879525,9.585153994845568
354,Moisture,EVI,Weather Station,Cotton,Yes,25.02546233875492,132.65470290202356,7.471975733344442,3.5070644210476196
355,Nutrient,EVI,Drone,Cotton,Yes,23.570341389688288,71.69823530104652,7.170348640134274,4.995078273933089
356,Moisture,NDVI,Weather Station,Cotton,No,13.968202023871255,141.6821496798245,6.298568282487356,9.087506268708001
357,Nutrient,LAI,Soil Sensor,Soybean,No,19.879743602869823,189.98880013712807,4.334653640204733,7.095894291653269
358,Temperature,NDVI,Soil Sensor,Cotton,Yes,25.83280144366126,79.35478089545595,5.0932494346148784,6.562337325055969
359,Moisture,NDVI,Drone,Cotton,Yes,19.514081563781126,164.6845577085653,5.190879392234068,7.350068713247534
360,Temperature,NDVI,Soil Sensor,Soybean,No,20.73246559470988,53.525363422748605,6.242972784061669,8.459400313948436
361,Nutrient,LAI,Weather Station,Corn,Yes,25.422720963416445,106.32458619824314,5.032175576146862,8.899023410665848
362,Temperature,NDVI,Drone,Soybean,Yes,23.22530612530183,66.61227617457635,4.29183945565182,6.783757035985238
363,Temperature,NDVI,Soil Sensor,Soybean,Yes,18.186898417647853,102.87131623935491,6.9230492074131975,9.01006547224652
364,Nutrient,NDVI,Soil Sensor,Soybean,Yes,27.908254223884377,76.03053794583252,5.196320846621646,5.818577746829292
365,Temperature,NDVI,Weather Station,Soybean,Yes,13.251341373269572,105.99574851843312,5.809496708093203,3.495617706415811
366,Temperature,NDVI,Weather Station,Corn,Yes,29.910328971806493,112.62842091612956,4.510666539929222,8.9206903799546
367,Nutrient,NDVI,Drone,Cotton,No,12.377051569524744,95.08866841713775,7.210193213578318,5.873255446717784
368,Temperature,LAI,Soil Sensor,Soybean,Yes,10.298999422084778,148.49329242096937,6.26212750769623,9.155238288105108
369,Nutrient,NDVI,Weather Station,Corn,No,27.800378022975295,187.82780768883646,7.606342504839452,1.361510325555231
370,Temperature,EVI,Drone,Cotton,No,14.899070167319122,110.08930611579086,5.981886252261333,4.57764176387112
371,Nutrient,NDVI,Soil Sensor,Cotton,Yes,24.593992548934416,78.85147347125321,7.765702687271519,9.530245165262214
372,Nutrient,NDVI,Soil Sensor,Cotton,No,26.220307498641386,90.60841372939751,7.567472817525304,3.2468508348247247
373,Temperature,LAI,Drone,Soybean,No,27.179727820642338,178.10012352445534,6.305839425836936,9.473826214346433
374,Temperature,LAI,Drone,Soybean,No,29.831884713283333,135.74595849052218,7.7355737525994535,9.585122150163249
375,Temperature,EVI,Weather Station,Cotton,Yes,15.880794200799981,118.25165484604359,5.292354989178209,8.93928082803275
376,Moisture,EVI,Soil Sensor,Cotton,No,24.204866838545183,72.445508226339,5.462568650816845,6.073012405839688
377,Moisture,LAI,Soil Sensor,Cotton,Yes,12.307997165616564,117.45909624856729,4.181911805224148,6.822455041725746
378,Moisture,LAI,Soil Sensor,Cotton,No,18.136185827136988,91.773800503608,6.356803627055412,8.826552986048823
379,Nutrient,NDVI,Drone,Cotton,No,26.959433866251807,191.47446917800238,6.887695879715734,7.983073741502659
380,Temperature,LAI,Weather Station,Cotton,No,17.353160921182166,182.6105164123597,7.094076760968413,6.670844645098704
381,Nutrient,EVI,Soil Sensor,Corn,No,21.82190761071228,62.585381274229704,4.599265144184413,9.840334670836324
382,Moisture,NDVI,Drone,Cotton,Yes,20.07546887449268,127.49802338918643,5.776636289250002,7.171089727003247
383,Temperature,EVI,Soil Sensor,Soybean,No,22.919030622240903,83.75875182720081,4.707452848375663,9.77933793202985
384,Nutrient,NDVI,Weather Station,Soybean,No,29.457887787753897,111.61656342864359,6.648509395416996,1.5164962714638166
385,Temperature,LAI,Soil Sensor,Soybean,Yes,11.114710530028042,181.52719973771846,4.631785489687072,2.250643336679912
386,Nutrient,EVI,Weather Station,Cotton,Yes,21.479230350032594,129.12717798328174,7.6166547358243,5.063129614004415
387,Temperature,NDVI,Weather Station,Soybean,Yes,27.260575585005697,100.13229400561397,4.922538582645654,4.463915147958836
388,Moisture,NDVI,Soil Sensor,Corn,No,19.62765423496855,81.18325311574955,5.16560906515298,8.044613572213251
389,Moisture,LAI,Soil Sensor,Cotton,Yes,11.570543718831455,170.04872891097338,7.403625288603999,2.4455262382228335
390,Temperature,LAI,Weather Station,Soybean,Yes,21.21078704833542,143.6777023046521,5.833870440582896,9.784856612003397
391,Nutrient,LAI,Drone,Corn,Yes,16.64147781647641,120.20981906393467,4.0959837832002925,3.835592877348226
392,Moisture,EVI,Weather Station,Corn,Yes,13.098835706758718,82.6226530794467,5.978345004810583,4.860313369661435
393,Moisture,NDVI,Soil Sensor,Soybean,Yes,26.98069026566946,100.13695612356969,4.338173341520492,3.472705291960206
394,Moisture,LAI,Soil Sensor,Corn,Yes,20.431990259822435,193.97651401077778,7.941378874749242,6.214272555938925
395,Temperature,EVI,Drone,Soybean,No,28.665528247581335,128.01349064087515,6.3524462818224094,1.5276583038032556
396,Temperature,EVI,Weather Station,Corn,Yes,26.12033009206138,110.10489218648794,5.026130470443913,2.347097550134039
397,Nutrient,EVI,Weather Station,Cotton,No,23.859435875473345,128.2133063522486,6.254870718190471,7.712179330768517
398,Nutrient,LAI,Weather Station,Cotton,Yes,10.100510067306239,166.8482758849413,4.307468413527019,2.6785052506432354
