,Climate_Adaptation_Measures,Disaster_Risk_Reduction_Practices,Climate-Resilient_Crop_Varieties,Crop_Type,Soil_Type,Soil_Health_Index,Farm_Resilience_Index
280,Cover Cropping,Emergency Preparedness,Yes,Rice,Sandy,7.288542313334912,3.272223677691516
281,Cover Cropping,Emergency Preparedness,No,Wheat,Clayey,2.460527418826213,3.510417777739189
282,Cover Cropping,Emergency Preparedness,Yes,Maize,Clayey,1.1117448025248113,9.54218937624998
283,Water Conservation,Emergency Preparedness,No,Wheat,Clayey,2.541543726629362,4.233492241881037
284,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Loamy,8.543583286171646,1.0324381589945846
285,Cover Cropping,Emergency Preparedness,No,Rice,Clayey,1.1947539245064736,8.035130871636579
286,Drought-Resistant Crops,Early Warning Systems,No,Maize,Clayey,3.098325732562779,7.293473158018512
287,Water Conservation,Early Warning Systems,No,Rice,Loamy,7.8157503580138785,2.15711438142672
288,Water Conservation,Early Warning Systems,Yes,Maize,Sandy,6.274994823083216,9.864138242214212
289,Cover Cropping,Early Warning Systems,No,Rice,Sandy,8.044621393241727,6.472560567746001
290,Water Conservation,Early Warning Systems,Yes,Rice,Sandy,7.715354534441092,5.507015418465413
291,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Loamy,1.4554124840962426,4.439973408606019
292,Cover Cropping,Emergency Preparedness,Yes,Maize,Clayey,9.032602771847364,9.088054800072742
293,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Clayey,3.0432865085404184,3.1956713327670694
294,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Clayey,5.980531962067873,3.5719201019791167
295,Water Conservation,Emergency Preparedness,Yes,Rice,Clayey,6.798593408750009,2.101697260179102
296,Water Conservation,Emergency Preparedness,Yes,Maize,Loamy,2.5176538979658583,7.83207186025834
297,Water Conservation,Early Warning Systems,Yes,Rice,Clayey,9.78608131030877,6.35994352365268
298,Water Conservation,Emergency Preparedness,No,Rice,Sandy,5.393403604785781,6.481595523290485
299,Water Conservation,Emergency Preparedness,No,Rice,Loamy,1.518784260376541,2.9662338791751726
300,Cover Cropping,Emergency Preparedness,Yes,Wheat,Loamy,9.435358403000563,6.8605155021437545
301,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Sandy,6.276410588739413,7.889126025221776
302,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Sandy,7.292738781832387,4.220996776531203
303,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Clayey,5.7265821094080165,8.21212429565541
304,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Sandy,8.512641592992708,4.139115296788189
305,Water Conservation,Early Warning Systems,Yes,Wheat,Loamy,1.298201159738898,7.823246153583589
306,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Loamy,3.41540528749433,1.3035709671194708
307,Cover Cropping,Emergency Preparedness,No,Rice,Loamy,5.22683520762423,5.960481413262874
308,Cover Cropping,Emergency Preparedness,No,Wheat,Clayey,1.6894325468233904,9.72573904575898
309,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Clayey,7.353160023939925,9.831201406141517
310,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Sandy,4.542970726500767,3.5357732050756656
311,Cover Cropping,Emergency Preparedness,Yes,Maize,Clayey,3.4540119124132964,4.972591819723199
312,Cover Cropping,Early Warning Systems,Yes,Wheat,Clayey,1.0304096212757106,1.5668011718796975
313,Water Conservation,Emergency Preparedness,No,Maize,Loamy,7.4784728057495835,8.860071768441397
314,Cover Cropping,Emergency Preparedness,No,Wheat,Loamy,8.504283779855756,6.117149378261927
315,Water Conservation,Emergency Preparedness,Yes,Maize,Sandy,4.555364821133486,4.465906110464653
316,Water Conservation,Early Warning Systems,Yes,Rice,Loamy,6.07796179330029,2.0149350264023775
317,Water Conservation,Emergency Preparedness,Yes,Maize,Clayey,3.0491796333663856,9.520905569472003
318,Water Conservation,Emergency Preparedness,No,Rice,Sandy,6.599778816521198,5.771971430388944
319,Water Conservation,Emergency Preparedness,Yes,Rice,Sandy,1.1092371248368047,3.546351361746135
320,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Loamy,5.397795073888826,4.151936171183586
321,Cover Cropping,Emergency Preparedness,Yes,Wheat,Loamy,6.79784933656623,3.436274628299329
322,Water Conservation,Emergency Preparedness,No,Rice,Loamy,9.263725959067607,6.416288279712826
323,Cover Cropping,Emergency Preparedness,Yes,Rice,Sandy,4.432022354100559,9.369672182024589
324,Cover Cropping,Early Warning Systems,No,Maize,Loamy,7.886711826829268,8.710244229939079
325,Water Conservation,Emergency Preparedness,Yes,Wheat,Clayey,6.379183269491507,5.143427878833798
326,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Sandy,9.343109016325725,8.43849426070907
327,Water Conservation,Emergency Preparedness,Yes,Maize,Loamy,4.5853990809348755,4.807949331486968
328,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Clayey,3.871858058856892,3.2707642668277424
329,Cover Cropping,Emergency Preparedness,Yes,Maize,Clayey,8.984277988247294,9.850736037397851
330,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Loamy,1.443199612674602,3.7349881117373966
331,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Clayey,2.2274685364030913,3.9135180788821753
332,Drought-Resistant Crops,Early Warning Systems,No,Rice,Sandy,1.7416399112564,9.9072358100787
333,Cover Cropping,Early Warning Systems,No,Rice,Sandy,8.587989609187623,2.205347438490894
334,Cover Cropping,Emergency Preparedness,Yes,Rice,Clayey,1.0954668103328746,7.844805892087256
335,Drought-Resistant Crops,Early Warning Systems,No,Maize,Sandy,8.754914399473433,9.422314826344538
336,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Loamy,5.061410158341402,5.606154948478768
337,Water Conservation,Early Warning Systems,No,Rice,Clayey,1.0362275096857367,1.0226958553253804
338,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Sandy,4.6148065949083765,4.375530497017956
339,Water Conservation,Emergency Preparedness,No,Maize,Loamy,2.6812075694053203,2.0041209314634436
340,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Loamy,6.619604387249467,4.745688948403261
341,Water Conservation,Early Warning Systems,Yes,Maize,Sandy,7.114229109294819,8.110240854780562
342,Cover Cropping,Early Warning Systems,Yes,Rice,Clayey,5.387748133644998,4.948403939954204
343,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Loamy,1.3646757289570297,4.887326092113303
344,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Loamy,6.905159239304817,6.01110529226962
345,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Loamy,8.578349052449692,6.235215262729122
346,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Loamy,7.482918495937613,8.706666779190742
347,Water Conservation,Early Warning Systems,Yes,Maize,Clayey,8.469621270597866,3.7751989530605634
348,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Sandy,2.804585711957987,8.395041379312143
349,Cover Cropping,Emergency Preparedness,No,Rice,Sandy,8.999991456908344,6.093403738228425
350,Cover Cropping,Early Warning Systems,No,Wheat,Sandy,3.899741055831665,3.7047659474543226
351,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Loamy,1.1206433282679193,3.656134396054694
352,Cover Cropping,Early Warning Systems,Yes,Maize,Clayey,8.590524816961636,4.250237653951521
353,Drought-Resistant Crops,Early Warning Systems,Yes,Wheat,Sandy,9.47639142068254,6.60423918357978
354,Drought-Resistant Crops,Early Warning Systems,Yes,Wheat,Clayey,6.900023776756139,3.0773055822395423
355,Cover Cropping,Early Warning Systems,No,Maize,Sandy,3.082929674170822,9.283002055050407
356,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Loamy,3.2657001785427733,6.174213257601103
357,Cover Cropping,Emergency Preparedness,Yes,Rice,Sandy,5.199335860920575,9.280141992964062
358,Water Conservation,Early Warning Systems,No,Wheat,Loamy,9.080479716412775,1.4176392272123923
359,Drought-Resistant Crops,Early Warning Systems,No,Maize,Loamy,2.3463789053280255,4.083502334153261
360,Water Conservation,Early Warning Systems,Yes,Rice,Sandy,8.433763026251382,1.2052689461886077
361,Cover Cropping,Emergency Preparedness,Yes,Wheat,Clayey,3.621725278346353,3.4502663358817283
362,Water Conservation,Emergency Preparedness,Yes,Rice,Loamy,8.277275524861881,8.758058250417292
363,Water Conservation,Emergency Preparedness,Yes,Rice,Clayey,9.282440778413848,1.3294874425798078
364,Cover Cropping,Emergency Preparedness,No,Wheat,Sandy,4.847444847948882,4.925323899241704
365,Water Conservation,Early Warning Systems,Yes,Wheat,Loamy,4.285455886949777,2.05810363425905
366,Water Conservation,Early Warning Systems,No,Maize,Clayey,8.219991870741715,4.75156593334331
367,Cover Cropping,Early Warning Systems,Yes,Maize,Loamy,5.765345941414546,8.549664258379396
368,Water Conservation,Emergency Preparedness,No,Rice,Sandy,7.160041436168774,6.607639300622672
369,Cover Cropping,Early Warning Systems,Yes,Maize,Loamy,6.605463132650616,7.630807107982809
370,Water Conservation,Early Warning Systems,Yes,Rice,Sandy,2.375999610803167,4.141937039046229
371,Cover Cropping,Emergency Preparedness,No,Rice,Clayey,8.603113242606055,9.499579255091273
372,Cover Cropping,Emergency Preparedness,No,Maize,Loamy,2.761976002718226,7.383358844015501
373,Water Conservation,Emergency Preparedness,No,Maize,Clayey,9.390539296637026,4.796189373560778
374,Water Conservation,Early Warning Systems,Yes,Maize,Sandy,3.2551416227993304,4.838183202043494
375,Water Conservation,Early Warning Systems,No,Wheat,Sandy,7.604928759463677,9.268157601489678
376,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Clayey,3.5618985414423285,6.187642240918526
377,Drought-Resistant Crops,Early Warning Systems,No,Rice,Clayey,3.8600686772817747,7.357412889127375
378,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Sandy,3.790016675040748,4.753317020618537
379,Cover Cropping,Emergency Preparedness,No,Maize,Clayey,7.731030286234749,3.013234882882427
380,Water Conservation,Early Warning Systems,No,Maize,Sandy,6.0113360617245375,7.5120336279497675
381,Cover Cropping,Emergency Preparedness,No,Maize,Clayey,8.946572102627474,6.470413949272491
382,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Sandy,3.7663544728364036,5.512085923823014
383,Water Conservation,Emergency Preparedness,No,Maize,Sandy,7.227932698510699,6.616188459950175
384,Cover Cropping,Early Warning Systems,Yes,Wheat,Loamy,7.776537396967996,2.8745702745781028
385,Water Conservation,Emergency Preparedness,Yes,Maize,Sandy,2.363339017269624,8.145448358787608
386,Cover Cropping,Emergency Preparedness,No,Rice,Sandy,4.6053042158783,9.533465245182752
387,Water Conservation,Emergency Preparedness,Yes,Maize,Loamy,5.3453574491537,9.019928297509324
388,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Loamy,4.201186509049369,3.892921707763154
389,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Clayey,3.899013363722243,4.654051959538683
390,Water Conservation,Emergency Preparedness,No,Maize,Clayey,7.177779045978777,8.27562069817805
391,Cover Cropping,Emergency Preparedness,No,Rice,Sandy,2.942797578935397,6.356054177421434
392,Drought-Resistant Crops,Early Warning Systems,No,Rice,Clayey,7.384516707260159,5.931229993089843
393,Drought-Resistant Crops,Early Warning Systems,No,Rice,Clayey,9.415397767516575,9.339777707801007
394,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Sandy,6.08677769059976,5.824224648793457
395,Water Conservation,Early Warning Systems,Yes,Wheat,Loamy,6.502908130655267,5.634448116285789
396,Water Conservation,Early Warning Systems,No,Rice,Loamy,1.6203943191168018,1.3781673213972367
397,Cover Cropping,Emergency Preparedness,Yes,Maize,Sandy,8.780292132560454,1.6247526273112387
398,Cover Cropping,Early Warning Systems,No,Maize,Sandy,3.56903008479879,1.0667827709258515
399,Cover Cropping,Emergency Preparedness,No,Wheat,Sandy,6.535460489757083,9.219198032052702
400,Water Conservation,Emergency Preparedness,Yes,Rice,Sandy,9.812009527703221,4.675479940159306
401,Water Conservation,Emergency Preparedness,No,Maize,Sandy,6.3595234051552705,5.217052385200713
402,Cover Cropping,Emergency Preparedness,No,Wheat,Sandy,7.522385387179398,8.608482528332157
403,Cover Cropping,Emergency Preparedness,Yes,Maize,Clayey,5.007876564013767,6.4832167933820015
404,Water Conservation,Early Warning Systems,No,Wheat,Clayey,1.5432925916355162,6.48551436751523
405,Cover Cropping,Emergency Preparedness,Yes,Wheat,Clayey,8.178394145408095,3.668809864193312
406,Drought-Resistant Crops,Early Warning Systems,No,Rice,Loamy,1.314989571375871,8.505175365320673
407,Water Conservation,Emergency Preparedness,No,Wheat,Sandy,7.305920459990687,2.492469784355444
408,Cover Cropping,Emergency Preparedness,Yes,Maize,Sandy,1.2062941583467324,1.4783463295565311
409,Water Conservation,Emergency Preparedness,No,Maize,Clayey,8.760747129190035,2.7244302176667907
410,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Loamy,2.4187243224968253,3.409634968971082
411,Water Conservation,Emergency Preparedness,Yes,Rice,Clayey,5.62844345898296,3.5407995206878606
412,Water Conservation,Emergency Preparedness,Yes,Wheat,Sandy,6.374356340348326,7.034622387568908
413,Water Conservation,Emergency Preparedness,No,Rice,Sandy,5.117908666360709,2.960421285957792
414,Water Conservation,Emergency Preparedness,No,Maize,Clayey,4.0668714041399845,7.089924740454861
415,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Clayey,5.2103286656287455,1.8201895591041977
416,Water Conservation,Emergency Preparedness,No,Rice,Sandy,3.8027417849304284,2.3248221498811814
417,Water Conservation,Early Warning Systems,No,Rice,Clayey,4.943101123727768,5.579393036418955
418,Cover Cropping,Emergency Preparedness,No,Rice,Sandy,4.230216918982276,9.297062223189783
419,Water Conservation,Early Warning Systems,Yes,Wheat,Clayey,6.095843411564307,8.736108299300025
420,Cover Cropping,Early Warning Systems,No,Wheat,Loamy,3.141317460204851,9.718780981985228
421,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Sandy,9.897908994226112,6.854311587503538
422,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Loamy,5.50782958043949,7.082333797744828
423,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Clayey,2.747458696730587,6.625206990383428
424,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Loamy,5.293600746105453,6.605370305723776
425,Cover Cropping,Emergency Preparedness,No,Wheat,Clayey,8.797736165723418,2.3240831056082616
426,Water Conservation,Emergency Preparedness,Yes,Maize,Loamy,1.1962611381195605,5.893650605475358
427,Drought-Resistant Crops,Early Warning Systems,No,Rice,Loamy,7.115987071965599,4.474611401065532
428,Water Conservation,Emergency Preparedness,Yes,Maize,Loamy,5.931710171145353,4.982834941995641
429,Cover Cropping,Emergency Preparedness,No,Wheat,Sandy,2.52602194933122,5.712405157533136
430,Cover Cropping,Emergency Preparedness,No,Rice,Loamy,8.357287953744287,2.1555655462202643
431,Cover Cropping,Early Warning Systems,No,Rice,Clayey,4.319961601366051,4.235389604669079
432,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Clayey,3.644218259339567,1.5710460478894324
433,Water Conservation,Early Warning Systems,Yes,Maize,Sandy,8.45312672671211,9.817013173801591
434,Water Conservation,Emergency Preparedness,Yes,Rice,Sandy,6.746725415724981,2.0667522593811354
435,Water Conservation,Early Warning Systems,No,Maize,Clayey,9.08433175307342,3.3267226469045905
436,Cover Cropping,Emergency Preparedness,Yes,Maize,Loamy,6.668953333040794,9.021636340330575
437,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Clayey,7.667358921389038,5.344390416152276
438,Cover Cropping,Early Warning Systems,Yes,Wheat,Sandy,8.528013066336516,2.220734813685673
439,Cover Cropping,Early Warning Systems,Yes,Rice,Sandy,1.492656723189432,4.45807484235414
440,Water Conservation,Early Warning Systems,Yes,Rice,Clayey,7.984440629824423,2.0428119477224724
441,Cover Cropping,Emergency Preparedness,Yes,Wheat,Loamy,6.523358336646191,2.801943973760516
442,Water Conservation,Emergency Preparedness,Yes,Maize,Loamy,1.625570168636739,1.4682686225486052
443,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Sandy,5.577201296818436,4.944047450941899
444,Water Conservation,Emergency Preparedness,Yes,Wheat,Clayey,1.742122701855585,8.259725095527338
445,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Clayey,7.623524815509001,6.273722608299059
446,Water Conservation,Emergency Preparedness,No,Wheat,Sandy,5.9185154250809475,6.457107749361506
447,Cover Cropping,Emergency Preparedness,No,Wheat,Clayey,9.582161836710675,2.805256270749163
448,Cover Cropping,Emergency Preparedness,Yes,Rice,Sandy,2.6482183441459286,4.095044589271298
449,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Loamy,6.454301072683406,8.607178934567488
450,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Loamy,2.9042392111344224,1.7907056589386308
451,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Clayey,6.526584862546585,8.721375883016805
452,Water Conservation,Emergency Preparedness,Yes,Wheat,Loamy,7.503847321247708,5.35321023638307
453,Water Conservation,Early Warning Systems,Yes,Maize,Loamy,7.500738963965848,8.534326881926056
454,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Sandy,8.335665916143489,3.862057774549603
455,Cover Cropping,Emergency Preparedness,Yes,Maize,Sandy,8.681952051624851,4.049586564247187
456,Water Conservation,Emergency Preparedness,No,Maize,Clayey,1.6954455364045935,7.764443814908285
457,Water Conservation,Emergency Preparedness,Yes,Wheat,Sandy,4.0894044136516365,8.06496556052998
458,Water Conservation,Early Warning Systems,No,Maize,Clayey,7.184102683238251,3.0668021019113207
459,Drought-Resistant Crops,Early Warning Systems,No,Maize,Clayey,5.48727658652091,9.75584192339715
460,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Sandy,2.7160835207931235,1.7604109382034605
